text,stars,date
DO  NOT  COME  HERE  ON  THE  WEEKEND  I made the mistake of strolling up to this location at   am on a Sunday and was BLOWN AWAY  There was a line going right into the street and it was chaos  I heard a lot about Snooze but had no idea it was THIS popular  I came here with a friend for a birthday brunch and we waited about    minutes for a table  They have a text notification system to let you know when your table was ready   but it didn t work for us  Anywho  when we finally were seated it was on the patio which was great because of the nice weather  Dogs are allowed out on the patio and that was nice too since I like dogs  but unfortunately don t have any   The service was great  and the food was FANTASTIC  Try the OMG French Toast and Mimosas  they re game changers  I really enjoyed the place overall and had a great time  Just make sure to call ahead and be ready to claim your seat   or someone else will ,5,2017-10-30
I have always been a fan of Snooze but this location is so much better than all the rest   Snooze is the happening place for brunch that brings a twist on traditional breakfast staples and adds a retro flair to it s decor  From the eggs Benedict that takes a twist to incorporate lox with caper relish to a sausage gravy stuffed pot pie  there is something for everyone   We went here on Saturday and hour before they were closing  They were quick to help us and put our names down  They use a texting system to help alert you once your table is ready  They placed a few chairs outside to sit and wait  in which we only waited    minutes which is an all time record for us when we go to Snooze    Let me tell you the pros of this location    Tons of free parking  Thats right  No meters  and lots of free space to park  sign me up    The inside is huge  many other locations are confined by smaller buildings but this location was large and offered tons of booths for patrons to sit at    Quick staff  the fastest service I have ever received at a Snooze   The staff was friendly and took care of us right away  I ordered the pot pie which used a flaky pastry crust  stuffed with country gravy  sausage and you typical pot pie fix ins  The top was adorned with an egg that I ordered over Easy  Instead of hash browns  I ordered the pancake instead for a   dollar up charge  The best part  you can get any pancake  so I ordered the Pumpkin bourbon pancake and oh my goodness  it was perfection  The pancake had a sweet butter on top  with a cream cheese type of sauce drizzle along with bourbon syrup and tons of yummy nuts  My husband and I split this because it was huge  We loved it  Too bad it s seasonal  so get it while you can  My pastry was amazing  the flavors somehow blended perfectly and was not too heavy  I d highly recommend if you want something different  Lastly my husband ordered the lox Eggs Benedict  I love the caper relish they put on top and the sauce is delicious   We received our food in    minutes from ordering which was fantastic as I was starving  Overall  this location is definitely my favorite  The decor is a little more bland but this place knows how to move fast and make amazing food every time  Hope to see you at Brunch ,5,2017-10-30
I ve enjoyed the food at   of their locations now and haven t been disappointed   Most recently I tried the Benny Goodman since I adore Benedict s  I absolutely loved it   Two poached eggs were served on toasted dark rye with lox   a sun dried tomato and caper relish  this was one of the most unique Benedict dishes I ve tasted so far  Hollandaise included cream cheese so perfectly enhanced the lox  The entree is completed by hash browns which were beautifully crisp on the outside   Loved sitting on the patio     no on a weekday morning ,4,2017-11-04
They can t handle a Saturday crowd  Our    minute wait turned into    minutes even though they had    open tables on the patio and     tables inside  Restaurant was half empty  and when we asked if they were short staffed  they claimed they weren t  Food is good   creative dishes   but coffee is awful ,3,2017-11-04
My second time coming here and it was wonderful   Line was long but it went fast and they texted me when my table was ready    Food is fabulous   Customer service is         Atmosphere is family friendly    stop for the best breakfast and customer service    My kids asked when we could go back   ,5,2017-11-05
Who doesn t love snooze   Either in the morning when you hit your alarm  or to eat at     The lines are long    for a reason  It has very good breakfast items    with a more high class twist  The breakfast burrito is a fave    with the green Chile sauce  Add some bacon   and I do light on the black beans   and you have perfection    And part of the secret is to call your order in   take it home or to a nice park to enjoy  Skip the line ,5,2017-11-05
You can never go wrong with a Snooze breakfast  Unless half your breakfast doesn t show up until everyone you re spending your Sunday Brunch with is done eating  Only saw our waitress when she took our order  I understand it s busy but when we asked about the rest of the order she s says  oh yeah   Doesn t apologize  Doesn t even try to speed up getting the order out  It was one pancake  Nothing special  just one   Four stars are definitely for the food only  Customer service was a solid     stars ,4,2017-11-05
I can t figure out why the reviews are good for this place   The food is SALTY   The service is slow and apathetic   Sure  it looks cool   funky inside  but I prefer palatable good and friendly service ,2,2017-11-08
The Bangkok Bloody Mary is hands down the best Bloody Mary I ve ever had  They make their own pickles for garnish and I would buy them in a jar if they d sell them  OMG French Toast was awesome too  Great food   Minus a star for ambiance  It was crazy loud  So loud my husband   I couldn t have a conversation across the table  Also  it was packed so we knew food wouldn t be out instantly but it was pretty slow  about       min from ordering to food  Other people seem to have had amazing service but ours was lack luster  nice enough waitress but when we ran out of drinks we had to search for her to order another ,4,2017-11-11
Went for a nice Saturday breakfast wi my wife   I had the single worst experience at a restaurant ever  After waiting for what seemed forever  we finally just sit at the bar  We place our order we waited and waited the waitresses said   times you order will be right up  All of a sudden we look at the clock and realized we have been waiting   hours  The waitress could not find it in the system  which means the waitress did not put in the order  So  we waited two hours to be lied to and left hungry  We were not even any sort of a coupon for a future visit  I will NEVER go back,1,2017-11-12
Went here on a Friday morning  It was really busy  kids were out of school for Veterans Day   My friend and I put our name on the waiting list  Hostess said it would be       minutes   We drank coffee from the complimentary station setup at entrance    We received a text    minutes later saying the table was ready  The environment is nice and decor is modern with lots of orange      Our waitress was really nice and helpful  My friend got the shrimp and grits while I opted for the egg white omelet with bacon  cheese  peppers  and pico de Gallo with an English muffin with strawberry jelly  My friend also ordered a mimosa   The waitress recommended the Fallin and my bestie really liked it   I tasted my friend shrimp and it was really good and flavorful   reminds me of New Orleans BBQ Shrimp    It was really good   My dish was good also   bacon makes everything right    Also the jelly was really  Good    I think this is going to be my new favorite breakfast spot in Chandler when visiting my family   ,5,2017-11-12
Needs some work  Menu is very unique and variety is great  People friendly  Taking orders very efficient  Food service needs work  Food coming out warm to cool  Had to return an item  Bacon crispness not consistent ,3,2017-11-12
Very popular and for good reason   Excellent food   Be prepared to wait but it s worth it   Good menu   Service was ultra friendly   Cool eclectic decor   They have free coffee while you wait which is a bonus in my book   For a scramble and it was fantastic ,5,2017-11-15
The energy and ambiance of this place is perfect for brunch  Snooze eatery has mastered the eggs Benedict  and the pancakes are simply the best  The staff was friendly and the food came out fast  This is one of my favorite spots to bring family from out of town ,5,2017-11-16
This restaurant wasn t very hard to become a regular at  I come atleast once a week for over a month now  The brewmosas are delicious and I ve tried almost everything on the menu and nothing ever seems to disappoint  Treat yourself to a flight of pancakes  That wrong will always feel right  Great staff that always make you feel welcome  Love the snoozers  especially KC  ,5,2017-11-17
Since it s opening there s been a line out the door   Fun atmosphere and good service but I was disappointed w the food and the coffee     We had the breakfast pot pie  sausage was tasty but there just wasn t enough of it so it was just bland and the Bella Bella Benny  poached eggs were done to perfection and the hollandaise sauce was out of this world   Surprisingly the coffee was pretty ordinary and weak   Hip places like this typically have amazing coffee   I will give this place another try and if I don t like my food choice again I ll just have a mimosa to make it all better ,3,2017-11-18
The food was good   the pancake of the day  candied bacon  was amazing    the only negative thing I can say is that the service could be a little better   we went there when they opened so there weren t a lot of people yet but our food could have been hotter along with the hot chocolate it seemed like it was sitting at the counter for a lil bit   and our waitress could have checked on us a little more  other then that we enjoyed our food here ,4,2017-11-18
Well it s  am and here we are at a very crowed Snooze  Came with my daughter and hubby for breakfast   Ali has eaten at Snooze lots in San Diego and got us up early to drive    miles to get here  Oh my goodness  Clean and bright  with a very friendly hostess who sat us right away  We must of had lots of  luck that day because the people who came after us had to wait and when we left the line was about    people long  Our waiter  Chris   I think that s his name short little guy of       was at our table in less than   minutes   He was wonderful  explained the menu and answered our questions  Coffee came next  Hot and delicious  Okay the food   I had the pineapple upside down pancakes  Best pancake I ever had   I want to go back soon the only problem is that because this resturant has such a following I need to get up at ungodly hour to get there early ,5,2017-11-19
This is my second time coming  I can see why this place stays busy  The hollandaise is one of the most popular dish  I thought what the heck its my birthday I will give it a try  I got the bene duo  Great portion for the entree  The food was delicious  The downside was the wait and service was slow  I would definitely come again though ,4,2017-11-19
    stars for now  Finally hit up Snooze at their new location in Ahwatukee and had an okay experience  Food was pretty good but the service I received felt fake and passive aggressive   I ordered the breakfast burrito which had good flavors but wasn t served hot enough for my liking  The middle was just barely warm which took away from the flavors a bit  It comes with no meat by default  other than eggs of course   and costs about    to add a protein of your choice   With a ton of boozy brunch drinks and creative dishes available  Snooze is a decent spot for basic brunching  However  after my experience with the literally lukewarm food and service  not sure if I d be back again too soon ,3,2017-11-20
First the good   The menu is outrageous with lots of yummy choices  All brunch places should have mimosas and this one has practically a full bar   The Eggs Benedict is outstanding  It was perfectly cooked and the  Best I have ever had at a restaurant  and I am hard to please on this dish   The coffee is also very flavorful  Now  the less good  Tuesday morning       and it still took over     hour to get our food  The coffee took  over    minutes  The noise level inside the restaurant was high    And now the real  disappointment  I tried a side of pancake  I consider myself a pancake aficionado  The pancake was woefully  Under cooked and very doughy  no light and fluffy about it  inedible  Too bad customer service was not on this issue   I wasn t offered  another pancake  after I showed them or an adjustment on the bill   In fact  the waitress didn t seem to care  So  don t expect fast service  avoid the pancakes  and ask for quick coffee  I will go back and try again  in case they improve with the feedback I see they are getting ,3,2017-11-21
I rarely write reviews unless I get exceptionally good food or service  or both   Snooze continues to do both  My son and I were introduced to Snooze a few years ago in Colorado and had a good experience but since they came to AZ we go here     times a week  We always get great service here and the food   which is trendy standard breakfast fare but done very well  I d also point out the staff is able to be unusually professional and friendly at the same time  We often get served at the new Ahwatukee location by Hayatt and she does an even more outstanding job of making sure we re well taken care of without being overbearing in the least  Great job Snooze  Keep it up ,5,2017-11-24
This place has pretty good breakfast foods  But today I went in with a friend of mine and our server had the worst attitude  She didn t introduce herself and she had this look on her face like she didn t want to be there  She also took my ketchup when I wasn t even done with it to top it off she didn t even ask if she can take it she just reached right over my face WITHOUT SAYING EXCUSE ME and took it then walked away  How rude  While I was eating NOT EVEM DONE she starts taking my plate and I was like I m not even done  Like wow she really wanted us gone  I really hope you guys address this problem  If she has poor customer service skills she shouldn t be working at a place like this   Her name was Kayla by the way ,1,2017-11-26
Brunch restaurants are overrated and this place is another example of why  A party of two waited    minutes to be seated     more minutes to get food  and    minutes to get the check  The food is good but definitely not worth the three hour wait ,3,2017-11-26
First time   snooze great food   excellent service  Menu has variety and our server was great  Eggs Benedict yum and next time mimosas ,5,2017-12-02
Way over priced when your drink is almost half the cost of your meal  Good food and that would be the only reason I would ever come back  Hostesses allowed people to wait outside while having a good time messing around and laughing up at the counter  meanwhile leaving approximately   tables booths open at all times  My first time visit was disappointing ,3,2017-12-02
   adults walked away from this location this morning  I arrived at       and checked in with the hostess   The manager who was seating people had NO clue as to what he was doing   We wanted to sit together and when a couple tables would leave the manager would reseat them  I went up several times to ask about our tables and the wait always seemed to get longer   After over an hour and the resturant was full again we left   Time to retrain or continue to loss customers    The manager did t just  snooze he passed out   They got one star only because the hostess where very nice ,1,2017-12-02
This is the fourth time ive been to snooze and I love it  The food is great waiters r nice Totally love that u r on Ray Rd which is closer than Tempe don t change and of course ill be back,5,2017-12-06
Have eaten here a number of times  Every time without fail the egg offerings come out at near room temperature  cold   It seems as if they cook eggs first  and leave them on the plate to cool while they cook the rest  The food is usually tasty  but always cold  They have a problem with timing ,2,2017-12-09
I was just in the area so I decided to stop for A bite  I have heard really good things about this place but I didn t think it was as good as the things I ve heard  It was a very cool set up with many booths and tables with chairs  We waited for about       minutes for a seat with the place being pretty full  mine as well we had   in our party  Snooze has a really great menu and many choices to choose from  and also have some unique flavors for pancakes  I got a green Chile burrito with black beans  egg And cheese  It was a good burrito but my one downside is that the burrito was pretty cold  and everything inside of it was cold too  We also got pumpkin pancakes  a sausage biscuit type thing  and French toast  These were all very good  The service was also Good  If you were to want to go somewhere for a quick breakfast place I would recommend it,3,2017-12-09
I ve tried to find a reason to dislike this place just to help me from not being a regular and  I have Nothing ugh   This place is amazing  fresh fruit  very tasty drinks and the pancake of the day is never the same  If you can t make up your mind about which pancake to order just choice three different kind and call it a day   customer service is wonderful  everyone is friendly and welcoming  Super clean  Would I tell a friend or two  You betcha    already have LoL ,5,2017-12-11
Came here on a Sunday for brunch to celebrate my friends   st bday and had a blast  We were told it was about a       minute wait time  but only waited    minutes which was perfect  However while we waited we sat at the bar and ordered some tasty  overpriced  mimosas  The bartender was super friendly and fast  but because we weren t eating food they asked us if we could move to the side for those that wanted to eat and sit at the bar  I also loved that they texted me to let me know our table was ready it was super convenient  The hostess Brooklyn was very friendly which made the experience even better  The food was delicious and i think the prices were very reasonable for the food  They went above and beyond and brought out a pancake with candles for my friends bday and sang happy birthday ,5,2017-12-11
This location is not quite up to par with others in the area  My friend and I both ordered bacon  and were asked if we wanted it crispy  We both responded  yes   but hers came out burnt and mine was undercooked and greasy  It s a breakfast restaurant  so good bacon is something I would expect  I ll continue to go to the Snooze locations in Tempe and Gilbert ,3,2017-12-16
Went for breakfast this AM with the family  They were busy  but the wait wasn t long for a table  Off to a slow start at the table since they were busy  but once our server got there she was on top of it and food came out quick  The menu is full of things you ll want to try making it hard to choose what to get  a good problem to have   The food was good  but no standout wow factor  just good but not great  That being said we are likely to come back and try some of the other menu items  Today I had the covered snooze spuds deluxe good  Husband had the tofu scramble and didn t care for the texture  soggy   Daughter had French toast which was good  See pictures  Decor is cute and they have a nice patio area ,3,2017-12-16
This place just gets better every time  Different menu with flavorful choices  Not your typical breakfast place  This one has choices you ve never dreamed of  Chili Verde Benes   Yum   Expect a wait  min    mins  but they ll text you when your table is ready  so put your name in and do a little shopping nearby ,5,2017-12-17
I had really high expectations of this new location  seeing as all the other Snooze Cafe s I have been to  have been  TO DIE FOR  this one    definitely won t be back  Coffee was SUPER bitter  their hot chocolate tasted like hot milk with no cocoa flavor  Ordered Breakfast Pot Pie and a Sweet Potato Pancake  the pie was cold  like it had been sitting out for a good period of time before getting to the table  The pancake was VERY unimpressive  Had maybe   pecans  a SMALL amount of caramel drizzle and an AWFUL aftertaste that I just couldn t get past  this along with the Hot Milk   bitter coffee were sent back  I ate the Breakfast Pot Pie  because honestly I didn t want to wait   really disappointed with this new location  We had originally found this place in Colorado and were excited when we heard there were locations in AZ ,2,2017-12-17
Went here last Sun           Server was Hyatt  she was nice  attentive and funny  We both had breakfast  I had what was  equivelent to biskets an gravey but on a cresaint  eggs over medium  hash browns cake and side sausage patty  Wife had a mix of eggs benedict   You can get two different ones with one meal  To top it off she suggested we get a pancake  pineapple upsidedown  This was excellent  Food was really good  coffee was a specialty blend and tasty  Overall wait time  they txt you   service and food were very good    negitave is prepare to talk loud the place had no ceiling insulation and is very noisy  Always like having another breakfast place in Ahwatukee  since this is where the MiMi s was ,4,2017-12-20
Went on Sunday morning so as expected  we had about a    minute wait   Love that they offer coffee while you wait   one suggestion  have somebody in charge of the station so things stay full   We initially came up to an empty coffee pot and empty creamer container but things were refilled immediately upon saying something   Love the interior  very chic   We were served by Hayatt  who is efficient but running  running  running   Took a few minutes to get her to warm up but once she did  she was personable and even gave us hugs when we were leaving     I had a side  plain pancake and an omelet with spinach  mushrooms  and jack cheese   Partner had the Snooze Classic with the pulled pork   OMG   the pork was fabulous   We loved the flavor of it   The potatoes are great too  although next time we will ask for a bit more crispy     Overall  a   star experience   We even had a visit with the General Manager who stopped by   Yes   most likely you will have a wait when going but so worth it     Can t wait to try other things on the menu ,5,2017-12-20
Updating   Management contacted us about our problems   We have been back several times and service is much better    Worst Snooze  Inattentive slow staff   Food is good but diner shouldn t have to retrieve their own cream   Better to drive few miles for better service ,5,2017-12-26
Great place for breakfast or brunch since it is not open evenings and has no lunch items to speak of on menu We waited    for a table Place is well decorated lively and a sort of   s theme Clean and service is very friendly They are very willing to cater to your food needs and make changes to menu items Staff knows the food and menus very well Food was beautifully presented and delicious  Would definitely come again  Maybe for the French toast with caramel sauce and berries as a sweet treat early afternoon ,5,2017-12-27
Waited    minutes for a table with an empty patio and watched a lot of people get seated before us  then we were told it d be  at least ten more minutes   Apparently the  kitchen  was  overwhelmed as of an hour ago    You d think that after the holidays someone would have the foresight to maybe schedule more kitchen staff     I won t bother coming back ,1,2017-12-27
Great restaurant with amazing food and drinks  The wait was a bit long but the service made up for it  Our server  Rachel K  was attentive and friendly  She made sure our visit was a pleasant one  I ordered the Benny Goodman and it was to die for  We also ordered a few pancakes for the table that were devoured  Overall  extremely happy with the new locationa and will definitely be coming back ,5,2017-12-28
The wait times are ridiculous  We waited over    mins to get seated  And once we got seated and waited another     mins to get our food  I would recommend having a small bite before coming here  The only downside is the wait times  The breakfast is pretty good ,2,2017-12-28
   min wait to be seated no big deal   Once seated waited a hour to get our food   Waiter only came once during that time to apologize   Food was good but not worth the wait   Waiter never even came back and gave us our check   Another waitress came by and took my card,1,2017-12-29
I would give     stars if possible  Food is fine  service is decent  but they can be misleading about their pricing and how they charge you    For some of the dishes  you choose your add ins  and anything additional would be charged extra  However  we were told by the manager that their system  automatically charges you for the more expensive item  instead of including that as part of your original add in  Add a      veggie and they ll instead charge you for the       meat instead  Their receipts are vague so it s not explicitly written on there for what you ve been upcharged   This is the second time we ve had to argue about this  Keep track of what your total amount should be before they give you the receipt  They ll refund you as  pickle    but will tell you they ll  only do it this once   I asked for this to be written on the menu so customers aren t misled  but they weren t very responsive to the idea ,3,2018-01-01
Always one of my most favorite breakfast spots  When I saw they were opening near my home  over the moon excited  Sweet potato pancake is to die for  And the Bangkok blood just perfect ,5,2018-01-02
We have given this place several opportunities and have been disappointed every time  Slow service  cold food  undercooked food and have had our order completely wrong  Disappointing  Love a good breakfast ,2,2018-01-04
Great food and great service  fun menu to boot ,5,2018-01-05
First time at Snooze and having heard great things for a hip brunch location  I was quite excited  The wait took about    minutes for a busy Saturday morning  The staff was extremely friendly and although the wait was a bit long and they forgot a side of hash browns  the service and food was customizable and delicious  Will be back again ,4,2018-01-06
Just tried the new Snooze in Ahwatukee and can t wait to go back  I ordered the  Sandwich I Am  which was probably the greatest breakfast sandwich I ve ever eaten  It has scrambled eggs  a thick piece of sausage  cheese  and comes in a pretzel bun  Then you dip it in a side of smoked cheddar hollandaise sauce that was by far the best I ve ever had  This place has long lines and service is ok  but we will go back for the fantastic food ,5,2018-01-06
I have been here twice since the grand opening and twice ordered the same breakfast because don t fix what s not broke   amiright    Order the green chili Benedict because it has a spicy hollandaise sauce that you have never tried before anywhere else  My dad order the pineapple upside down pancakes which looked amaze ,5,2018-01-09
       You Snooze you lose  At least that s what I thought when we left here around   ish and there were already people waiting outside for a table  It wasn t too busy around  ish when we got here though  there were plenty of tables available    The interior is very retro  There s lots of orange and avocado green  with decor and menu design that harkens back to the    s  The menu is very modern though  and I love how there s a little bit of everything for any type of appetite  Want something sweet  There s a lot of delicious pancake options  Want something lighter  There s a special section for healthier fare  Want a traditional breakfast  They have that too  I also really liked how there are multiple vegetarian and vegan options  and that any scramble can be made vegan by substituting tofu    I started off with a latte with almond milk  It had a nice foamy layer with pretty latte art  The coffee was decent  although it did have a slight sour tinge to it    After reading the description for it I knew I had to get the egg white frittata  It had wild mushrooms  garlic and roasted sweet potatoes topped with dressed arugula  cherry tomatoes  spiced pepitas  roasted corn salsa and shaved manchego  That s quite a lot of ingredients  and delicious ones to boot  There are no other sides that go with this dish  only the frittata  It was a good sized circle of egg white with a beautiful bounty of vegetables on top  I loved the different flavors and textures in each bite  The eggs themselves were light and fluffy  you can tell they did a great job whipping the egg whites to get them that nice ethereal texture  I didn t miss the yolk at all in this dish  If you want a little heat in your dish  they offer Cholula  Tabasco hot sauces  There might be another brand but I forgot which one it was   The Cholula comes in red or green  I ve never seen green Cholula before  what a jalapeno revelation   My friend who I ate with asked our server if she could have the same frittata  but with full egg instead of just egg white  The server wasn t sure and she didn t seem very eager to try to find out if the kitchen could offer this  I don t really see why they wouldn t be able to make a regular frittata and I m not sure why they don t also offer this as a regular egg option  I ve had plenty of egg white yolk frittatas and they ve come out fine  She ended up getting something similar  a regular scramble  with some of the same ingredients as the frittata   I did feel like the price was a bit hefty for what we got  The latte was        and with almond milk an extra charge on top of that  For about the same price I can get a really good latte from one of my favorite coffee shops  and the frittata was also a little pricey for my tastes since I only received a single frittata with no other accompaniments included  Quite honestly I was still hungry after eating my meal  I don t doubt that they use high quality ingredients for the breakfast dishes though  and I do know that part of the proceeds goes towards giving back to the community     of sales     As for the noise level  I didn t really feel like it was a very relaxing place to have breakfast or brunch  As more people came in to eat  it got really noisy and the music is more fast paced and also a bit loud so towards the end of my meal it was hard to converse with my friend without straining my ears or saying  What   a few times   I did see a nice little patio area that is dog friendly  I d love to go back with the pups and have a nice breakfast or brunch on that patio sometime ,3,2018-01-13
My friend Katie and I came here for a well deserved brunch after hiking South Mountain with our two puppies  I love that their patio is huge and so dog friendly  Our server was super attentive and immediately brought out bowls of cold water for our spoiled little fur babies  which was a huge plus  I started with the Mountain Mule   gin  grapefruit  ginger beer  lime and agave   which was refreshing and delicious  I absolutely LOVED the I Like You E Lote Benedict  Instead of english muffins  they came on these amazing sweet corn and quinoa cakes and were topped with chili lime hollandaise  You can t really go wrong with any of their bennys  though  and if you re REALLY indecisive there s the option of getting a benny duo  The hash browns here are just meh    but you can upgrade to one of their signature pancakes for only     My favorites are the sweet potato pancakes with caramel and candied pecans  and the blueberry danish pancakes which come with the most amazing lemon cream cheese filling  For those of you looking for something seriously decadent to fill your cheat day  you can also get a flight of   pancakes  You re welcome ,5,2018-01-13
So the food was good   Unfortunately  it stops there  this is where the   stars come from   Considering people have been raving about this place  I really expected good food  good service  and a great environment   The food was good   I had the pancake flight and   well  genius  I loved the variety   Now  admittedly we walked in having all crawled out of bed on the holiday today   Fortunately  we didn t have a wait and we were seated right away since it was about an hour before closing   Unlike my motley group  our server Sydni was very presentable   Unfortunately  she was also somewhat inattentive  forgetful  and a little awkward  e g  I asked about getting some syrup for my pancakes and she replied  not normally    she did bring it  but she forgot for the first while and I was already     done my food once it arrived   she asked us early on if we wanted ketchup and hot sauce and we said  yes  but then she never brought them        Now here s what seals the deal on us not returning  two issues here   Firstly  When we came in  the music was so loud it was actually uncomfortable   We were seated next to a large group of     people  including kids  and between the table next to us and the music   we couldn t actually hear one another speaking   People in the restaurant were clearly all competing with the music and it really escalated the noise level in there   Secondly  the drinks here are problematic   My daughter asked about getting Sprite and was told that they don t have any but they do have a Mexican version   Ok  she didn t want that so she said  can I just get a Coke then    She was brought the Mexican version still and didn t like it  she barely even took a sip out of it   Then  I asked for a diet Coke and was brought a cup full of ice with about   ml of soda poured over it to generate some watery tasteless liquid   Three sips and it was gone   Refill was much the same  another three sips   When I asked for a third  I was told I would be charged again   So I paid    for about        ml of watered down generic soda   In a world of free refills   this has me eating at the competition   Further  Sydni needed some prompting on providing us straws   Oh and the water refills   You d think she was paying out of pocket for the water  those cups sat empty for most of our meal   So Snooze   between the soda situation  the noise  and poor service   I m headed back to my regular breakfast haunt up on Elliott near Priest   You know the one   When you start to hire based on experience and ability  resolve the refill issue  or at least stop padding your drinks with all ice   and turn down the music   let me know  because your food is genuinely good and I really want to like you ,3,2018-01-15
Menu is great with tons of variety and food was good  They can improve the hashbrowns  they were good but bland  Coffee was disappointing  we tried the Latte and a cold brew  both were mediocre  It is not flavorful  a bit bitter and for a breakfast restaurant that s known for their breakfast and mimosas  they are not known at all for their coffee  Although  we will be back  its a great menu and food is good ,4,2018-01-16
They have the best eggs Benedict and their variety always draws us back  They are kid friendly and if you go on weekdays  there is no wait time  from what we experienced   Good quality espresso drinks  too  We love trying  pancake of the day    it s always a surprise in the flavor combinations in a pancake  like jalape o and bacon inside   My husband loves their fresh housemade jelly to put on bread and their alcoholic beverages  I love that for a lot of dishes you can do a combo to try more than one dish  but in smaller quantities ,5,2018-01-18
