text,stars,date
Who doesn t like Bang Bang      Bang Bang is not a spot you d try once and move along  You ll come back  and back  and probably back for a  nd time the same day  If you re not sure what it is  essentially it s an ice cream parlour where you can get your ice cream in the form of a sammie between cookies  puff pastry  macaron or even a cinnamon bun  If you re more about the cone life  you can also get it with a sugar  waffle or HK waffle cone  There are so many ways to have your ice cream dessert  this is why you will keep coming back   There are a number of different ice cream flavours   many of asian related flavors  My favourite is anything matcha or milk tea related  Their taro isn t bad either   Tip  come during weekdays right before dinner to avoid the rush   this worked for on many occasions  Also  don t forget to get their loyalty card because I m highly certain you ll go again ,5,2016-09-21
Got the Vegan Mango Coconut and Vegan Vanilla bean with a waffle cone  The ice cream was for me  I m lactose intolerant  and the waffle was for my boyfriend  The mango coconut ice cream also came with hot sticky rice  It was great ,4,2018-05-26
Staff is friendly and helpful  It does take a little bit when they are busy though  On the other hand  you can always ask for a tester before you commit to a flavour   They keep their popular flavours consistent and available  so you can never go wrong with a listed choice you see often    My favourite is the Matcha Tiramisu  You can actually taste a bit of booze in it  Another good one is the Rosewater  The raspberry bits are quite lovely    Their waffles are also made fresh  which is a plus    Don t forget to get your stamp card stamped  Every   th is a free  I think ,5,2018-03-21
Came here with my friends  we all ordered something different  I ordered a half sammy  with London fog ice cream  I personally love a Earl Grey Tea latte  so eating that was basically the latte in solid form  ice cream form at least   There was sufficient tea flavour as well as creaminess  which made it super enjoyable  I have heard the lines here are no joke  but we came on a Tuesday night  and was able to come in before the crowd came in   The place itself is not big  so it s a place where you d grab your ice cream and leave the store  no room to loiter or sit inside    But if you are ever downtown  I would suggest you hit up this place  cause it was SUPER delicious ,5,2018-09-19
Had a half ice cream sandwich  Was a busy night so expected things to be fresh  The ice cream was very good but cookie was very hard and did ruin the dessert  Ended up throwing out the cookie ,3,2018-09-10
Ice cream is good   Had the PB and J and it was very satisfying   Only problem with this place is that it is not worth the wait especially when there is no reason for it   Slow service is the only reason the line even exists  I understand the optics    big line so it must be good   Great location should keep these guys in business   Ice cream is good  the value of your half hour to get it is the real debate ,3,2016-06-06
I ve had way better ice cream from Kawartha Dairy  Even some flavors from the supermarket are better   The avocado ice cream  wrapped in the homemade waffle I took two bites and threw it away  The burnt toffee between a peanut butter cookie tasted very regular  I will NOT be going back  p s   hour line up  pay with credit card then you have to tip  Totally ridiculous,1,2015-07-11
Yummmm    My very first time trying Bangbang      Food Ice Cream  I ordered the Chestnut Matcha and Totaro  The chestnut matcha was okay  I should have ordered the plain matcha  but it was more chestnut with swirls of matcha  I didn t really taste the chestnut that much and the matcha swirls  The totaro however was the best  I got the hongkong waffle and it just really complimented the ice cream  So yummy  The hongkong waffle was made fresh so it was still nice and warm when it was served with ice cream    Decor  It was simple  No seats in the shop  It smelled good in there  though lol  It smelled like cake  I was already salivating even before I went in lol  No lie    Service  I heard that there are usually line ups here  But I came on a weekday during the afternoon and no one was there    Next time  I would like the Nutella Puff with ice cream in it  Yes please ,4,2015-10-13
Because of my boyfriend   This has become quite  as my boyfriend would call it  a  hotspot  for frozen dairy goodness and I don t see why not   The ice cream is to die for  they have so many flavours and what makes it even better is that it s all made from scratch which means you know there s alot of TLC going into every spoonful  lick and bite you take   My go flavour has got to be the  Totaro   which is a play on name for the Japanese ambiguous character  Totoro and the vegetable root  taro  It is a beautiful purple colour and tastes ambrosia  The ice cream can be served in either a cup  HK style egg waffle cone  bowl lined with wax paper or in one of their original hand made cookie sandwiches  I always go for the HK style egg waffle cone because it s the best and it s pretty filling   PROS  Hand made ice cream   deliciousness in every mouthful   they do sampling     CONS  Always a line up   price   Boyfriend always treats so I don t know  lol        P S  I have had other flavours   Totaro  is the one everyone should try   P P S  Boyfriend and I are on an ice cream strike for one month so after that  BANG BANG for us  D,5,2016-06-20
Was lucky to show up without a line but heard this place can have a huge wait time  The ice cream sandwitch was great  Had the everything cookies with burn toffee ice cream  Tasted great and huge portion  Also a decent price ,4,2015-07-12
This place is amazing  I stumbled upon it while dining   OddSeoul located right across the street  and thought we should stop over for some dessert  There is a huge selection of awesome and unique ice cream flavours  Their menu has a variety of options  such as the bubble waffles  cookie sandwiches  or cream puff  or scoops   I went for the Totaro   taro flavour     Avocado  Both were so smooth and delicious  The flavours felt so authentic  to its name  I love this place  and if ever make my way to Ossington St  I ll definitely stop over  ,5,2017-03-30
Bang Bang is the expanded offspring of Bakerbots  Baking located outside the Delaware entrance to the Ossington Station  You will find the same ice cream there  yet maybe     times the choices at Bang Bang   Bang Bang is delicious and really not bad for the price  For what you would pay for a fancier drink at Starbucks  you can get a half of large ice cream stuffed cookie   I think the long sidewalk waits and lack of seats are annoying  especially when it is cool cold out  However  the ice cream is a winner ,5,2016-04-02
Got the famous waffle with icecream  It was really good  I like the choice of flavors   The ice cream sandwich looks also amazing   The only bad thing is the huge lineup during summer ,4,2016-06-04
Great quality ice cream with a unique variety of flavours  I had the Totaro  purple yam and coconut  and earl grey in a cup  with an egg waffle on the side  Unlike other egg waffle places  the waffle here is more  eggy  than sweet  I personally liked this but just an FYI  I do recommend getting ice cream and waffle separately because the waffle gets soggy at the bottom if you use it as a cone  Their other flavours include honey  chocolate  various fruity sorbets  and a selection of vegan flavours too  Prices are on par with those at gelato stores  Would recommend if you are a huge ice cream fan  Gave this place     stars because I don t think it s worth the huge line  but if you can manage to go there when there isn t a line  it s definitely worth checking out ,4,2017-07-31
Awesome ice cream place  Hong Kong waffles was good  but a little too sweet  The fact that they only have one working waffle maker is a drag  It took us almost half an hour to have   waffle orders  I had the totaro ice cream  Very good ice cream  It was not too sweet and very tasty  Place is small so nowhere to sit and enjoy the ice cream  The server that served us was not competent  but it was her first day  She gave me the wrong order and charged me with the wrong price  They didn t do anything to compensate for the mistakes  I think they should have  Overall  it wasn t too bad  but they should work on customer service ,3,2015-10-10
This is my  nd visit to this place since last year  It wasn t as good as my expectation  Taste and portion wise were amazing last year  But definitely not today  I got the same thing  Hong Kong egg waffle paired with the double chocolate   espresso ice creams  It tastes ok  but they gave us a very little amount of ice cream  And instead of having only   waffle maker  they should have more maker  so they can serve at a faster rate ,3,2017-07-21
Long lines  especially if you want a waffle  but all in all  a great dessert for a summer evening in Ossington    Word to the wise  full sized sandwiches are not for the weak  Go for the puff or half if you just want a taste ,4,2015-08-01
Customer service  Where is it  If they think they can ride on the quality of their product and desirable location alone  they need to think twice  When they are closing  they are CLOSING  i e  don t bother trying to give them business on a Saturday night at   pm because they will shut the door on your face   Because they re closing and that s the rule  Everyone who works here is mossy   But the ice cream is good ,2,2015-11-22
GIDDY GIDDY BANG BANG    Was in the neighbourhood one late afternoon and had to swing by to check on the line  Lo and behold  it was my time  YES  FINALLY   Obviously picked the puffle  the hong Kong waffle  and selected the Key Lime Pie  I will eat anything key lime   favourite flavour  and ToTARO  for the pun and doodle   The puffle costs       and takes about   minutes to make      stars  I might as well give any ice cream place   stars  The key lime pie was amazing   strong lime flavours with crunchy pie bits     sprinkled throughout it  I m coming back for this  The ToTARO was good  but I honestly barely remember it because of the key lime  I will say it has a great colour though  Puffle was    Average  Nothing outstanding but did the job    I can see what the hype is about and I m going to come back to try their cookies and other flavours ,5,2015-08-11
I really enjoy this place  same owners as Baker Bots  I believe     The ice cream is tasty and has a variety of unique flavours you won t find anywhere else  The dairy free options are limited  but those they do have are fantastic    I ve only tried the traditional ice cream sandwich  and haven t tried the puff pastry or macaron options  But the cookies are good  And even the gluten free cookie is good  I find most aren t     I think the half sandwich is the way to go   as someone who enjoys eating a lot of ice cream  I think the full sandwich would be too much  But maybe you re more adventurous than I am    The obvious downside is the long lines in the summer  I think it s worth it though ,4,2014-11-09
   Ice cream sandwich   half portion  Gingerr cookie  with chunks of candied ginger    cinnamon toast ice cream   I really like the homemade ice cream  It was creamy and flavourful  Cinnamon was not overpowering and did taste like Cinnamon Toast Crunch    Cookie wasn t too sweet or ginger y  Overall  I would go back  There was a lineup after dinner on a weeknight but worth the wait ,4,2014-06-21
The wait line was longgggg  Probably       mins  There s really no banner that says Bang Bang Ice Cream  there is small letters on the window   so you might walk by and not see it  however  you will notice a long line forming  You can see all the flavors written on tin canisters when you walk in  You can choose to have an ice cream sandwich  a cup  cone  or egg puff  I ended up getting the matcha in a cup  It was good  but I think I enjoyed my brother s totaro and my sister s burnt toffee better  If I do come back  I would like to try other flavors ,4,2017-08-03
Pros  Interesting flavours Location  Cons VERY HYPED   Consistantly long lines  and not worth the wait The long wait The odd flavours  Very little safe choices like vanilla or chocolate  Lack of icecream availability High Price  In sum  My bf and I waited in line for    minutes  just to get stuck with only   different flavours to choose from  They still taste good  but out of our own fault we got a parking ticket for     for waiting so long  Total cost of our icecream and parking came to        I know the parking was our fault  but we joke about the time we bought     icecream and waited    minutes to get it ,2,2016-06-16
I consider myself a amateur ice cream connoisseur  and this spot definitely satisfied my sweet tooth  I went mid afternoon on a Tuesday hoping to avoid the long lines  There were only around   people in front of me and the queue moved quickly  The day s flavors were posted on the wall as well as some suggested combinations  Athens woman behind the counter kindly let me try two flavors due to the short line  I ended up getting golden oreo and reeses in a half cookie sandwich  The golden oreo was sweet with large oreo chunks  and the reeses had reeses pieces in it with huge swirls of peanut butter  I would definitely recommend both flavors  it honestly was the best ice cream I ve ever had  I chose the sprinkled cookie which was tasty and had a lemon zest to it ,5,2019-06-26
Bang Bang Ice Cream   Bread Factory drew our attention as it was listed under Thrillist for must eats in Toronto  After a long walk  my husband and I decided to stand on line  yes  there s a line  to consume a hot dessert item  You have the choice to get your choice of ice cream with cookies  bang bang waffle  hk style waffle   cinnabun  cup or cone  My husband went with the London Fog  Earl Grey tea  with oatmeal raisin cookie and I went for a matcha gen mai tea and lychee rose with a bang bang waffle  Both were quite delicious  We are not amateurs when it comes to dessert especially coming from NYC  Bang Bang Ice Cream definitely is a special dessert spot to hit up ,5,2018-09-02
Absolute delight for ice cream lovers  I ve tried quite a few ice cream places and yet this stands out in so many ways  I haven t seen any other place come up with flavours like lychee rosewater or banana truffle  Priced at   CAD  one scoop of bang bang s ice cream is enough to leave you satisfied yet longing for more  They also have a cute little card that they punch everytime you purchase an ice cream and for every ten purchases  one is free  If you like ice cream and are open to experimenting with your flavour palette  this place is a definitely worth a visit ,5,2018-05-21
First off  I love the decor and love the ice cream even more    I got the Totaro and London Fog in an HK waffle cone and it was absolutely worth the    minute line      minute wait    The Totaro was spot on and tasted like real taro  unlike the powdered stuff  London Fog was just exquisite  very delicate flavour and texture  While the ice cream was incredible  the waffle was pretty run of the mill    Overall  just a fabulous place to grab some dessert if you can spare the time ,4,2015-10-30
Love this place  Everything I ve eaten there is delicious   and I have eaten most of the items on the menu  The ice cream was fresh  flavorful and very delicious  I will be back for sure ,4,2015-10-16
Got a hot tip that Bang Bang will be the new ice cream kings and queens in the city so I thought I would check them out for myself  While they haven t officially opened yet  they ve soft launched but are still confirming their full launch date  I was able to sneak in for a Lemon Meringue ice cream sandwich on a Ginger Snap cookie  I m not understating when I saw it was perfect  Not too cold  not too sweet  not too lemony  the cookie was just moist enough to be soft yet crunchy  Perfect   The story  Roseanne  of Bakerbots fame  has opened up a new spot on Ossington with her brother who just happens to make amazing ice cream  That s right  all the goodness of Bakerbots  now with ice cream  They re planning on a full launch in the nearish future so be sure to keep an eye on that store front window  If you re lucky  like I was  you can come away with a more than reasonably priced pound  yes  I said pound  of delicious ice cream for the trip home  Don t forget to buy more to eat at home ,5,2014-05-20
Nice selection of ice cream  Line up can be huge during summer ,4,2015-12-26
Went here with a group of friends after dinner  Got there around     pm and there was a massive lineup  Ordered the bubble waffle  Comes with two scoops of ice cream  Chose mango coconut and lychee sherbet as flavors      after tax  The bubble waffle was made fresh on the spot  Waited for    minutes for them to complete my order  The bubble waffle was still kinda warm when I got it and I had to eat it fast to prevent melting  The ice cream was nice and not too sweet  However I don t think it is worth the    especially if you have to wait ,3,2017-08-04
When the lines aren t crazy it s well worth a visit  New flavours all the time  Cookies  Do what you want ,5,2018-01-19
Someone told my boyfriend Bang Bang always has a huge line up  Of course  we had to go and see what all of the fuss was about   We were there on a weekday around      p m  I think we stood in line for no more than       minutes  The line did get long behind us  though  Some guy stopped his car on Ossington to ask us what we were waiting for   Ice cream   some girl shouted back   Ice cream   Let s pull over   And so the line got longer   We ve been here twice  I had the london fog  earl grey tea flavoured  ice cream    rococoa cookie sammie the first time  It was a pretty good combination  and the cookie added a bit of saltiness which was actually kinda nice   The second time  I decided to try something new  so I picked the fig brie and honey ice cream and paired it with the oatmeal cookie  I have to say  the ice cream was good  but I think it was overpowered by the sweetness and flavour of the cookie  I personally found the combination way too sweet  I traded with my boyfriend and had his london fog in a waffle instead  Oh my god  it was delicious  The waffle was freshly prepared  so it was hot and made things interesting  I think I ll stick to the waffle from now on  it really was that fantastic   What I really like about this place is that it has really unusual flavours that I haven t seen anywhere else  My other go to ice cream parlours are Greg s Ice Cream at Bloor Spadina and The Big Chill at College Manning  They too  have interesting flavours  but nothing like this place  I mean  where else have you seen Avocado  Fig brie honey  Black tea  I need to try this one     Creamed corn  actually   Fruity Loops  Orange Cardamom  and Olive oil ice cream  They also have vegan options  they re at the top of the shelf     You can pick your flavour while you wait in line  there s a big window and all of the flavours are written on stainless steel bucket prominently displayed on a shelf    They play cartoons  we got to watch Sinbad  on the wall while you wait  There s no sound  but you can probably think up some dialogue yourself ,5,2015-07-15
I am an ice cream enthusiast  Bang bang had a wide variety of interesting flavors  I chose the captain peanut cookie with cinnamon toast and burnt toffee ice cream  They were everything I expected and more  It s a tiny shop located on Ossington and I would recommend it      ,5,2018-11-11
Nice grab  and go ice cream  Not much of a sit down spot since it s literally just a counter where u go and they hand you your ice cream and there no tables and chairs  I had vanilla bean for four dollars about and it was delicious  pretty boring order in told  but t had great flavour  There was a huge line up so I don t know of id go and wait that long for ice cream when there are dozens of places around  However they had a lot of interesting flavours and an option for cookie stuffed ice cream and waffle stuffed too which is near and I m told by a girl in line that s worth the wait  I ll go back when ol there s not that major of a line and try   cool new spot though for sure ,3,2015-05-16
I was visiting Toronto for just a weekend and I had the opportunity to try out Bang Bang Ice Cream  I got their London Fog because I had to drive and couldn t try their Matcha Genmai Tiramisu  Or something like that    which contained alcohol  The London Fog was gooood ice cream it was just a tad too sweet for me   Although the line wasn t that long  just out the door and a bit   it still went by quickly and I thought the staff was friendly and efficient  I would definitely come back if I m in town again to try the other flavors ,4,2017-03-29
The ice cream was really good  I came here in the summer and it s perfect for warm summer days  The ice cream was creamy and Bang Bang has a variety of unique flavours  The egg waffle was delicious and smelled wonderful  It s pricier for sure but worth the big portions and great taste ,5,2016-12-27
Had the Totaro and Cinnamon Toast flavor in full cookie sandwich and it was as good as I expected  I imagine the cinnamon toast with cinnamon roll would be even better  Definitely  plan on visiting again next time I am in town ,5,2019-05-30
One of those random days  my buddy and I wanted ice cream  Went to another popular ice cream spot but looking at the line up we just walked away  Decided to try Bang Bang  and it was well worth it  Went on a Wednesday evening around     pm  line up was reasonable  Overall would say    minutes in total     minutes waiting to order and around    minutes for them to make it   fresh     They have cookies  ice cream  ice cream sandwiches  pre made items  and the Hong Kong waffle cone  Went with   waffle cones came up to      You get to choose two flavors  There is a waiting game but the staff were nice enough to come outside and look for us with our cones    Went with cookies and cream   hazelnut and vanilla bean   hazelnut  First time trying Hong Kong waffles  and it was great Soft rich taste  wasn t too soggy or fall apart  The ice cream clearly didn t come from plastic tub from your local grocery store  Would highly recommend the hazelnut flavor  tastes better then Nutella in my opinion    The area has limited parking  There is a wait but its not as long compared to other places  plus you can walk around in the area  Overall give it      it made my day ,5,2016-05-14
Hadn t been back in awhile but Bang Bang s ice cream is still amazing  Hands down THE best ice cream I ve had  Their London Fog is perfection    They ve added puffs to their menu which I though was mediocre  Another thing I did notice was their service seemed slower than before  Again  like my last post  well worth the wait ,5,2016-09-12
Delicious   Don t let the lineup put you off  this place is great   I had the Sweet Corn and Cap N Crunch ice cream and my friend had the Strawberry  I wasn t keen to try the Sweet Corn  but they gave us a small spoonful to try and I was sold  It was like a delicious caramel  but not overly sweet  packed with chunks of Cap n Crunch cereal  The Strawberry  though  was my favourite of the two  absolutely delicious   The lineups can get crazy  even late at night  but the staff is really friendly and the ice cream is fantastic  Can t recommend it enough ,4,2014-07-27
We arrived after lunch on a Sunday  Not much of a line up outside but a little bit of a wait for the HK waffle  I loved the matcha chestnut  I could eat it everyday  Definitely worth the wait  ,5,2015-05-25
The line up is crazy during the Summer but I really enjoy their ice cream  I had the ice cream sandwich and the Hong Kong waffle ice cream and I d have to say  the line up is worth it ,5,2015-09-21
Wandered around for ice cream until our feet hurt  and made it to bang bang while we were hangry  and saw the stupid line  Luckily the weather was nice so we didnt have a problem waiting it out and it ended up being stupid good  Had the waffle with totoro and cinnamon toast crunch  Still remembering that yummy totoro  Boyfriend had the mint ice cream sammie  They accept cash and credit  but not debit  however there is an atm in the store as well ,5,2016-06-04
If you are in a big lineup   take comfort they keep the line moving  You have time to decide on what you want and time to prepare your stomach for awesomeness you are about to consume      The staff did an excellent job keeping the line moving   My ice cream was worth the wait   as per Yelpers advice  I went for the waffle cone   OMG soooo good   They told us how long it would take   wonderful  efficient   great job   TIP  be ready to eat your waffle cone   it s warm and it melts your ice cream   it s a task to tackle  but soooo tasty    I did take a bite of the ice cream sammies   Best one ever   The combos we got    waffle cone with burnt toffee ice cream and toasted marshmallow    everything cookie with cinnamon toast ice cream  Love that you can get half an ice cream sammie   more than enough to satisfy   Enjoy ,5,2018-08-20
Another favourite spot in the Ossington area  They have the perfect blend of ice creams and they sell out fast    Summer is pretty much here so expect line up for as long as   min   I would   It s the only ice cream joint in the area that offers cookie ice cream sandwiches  ice cream on Hong Kong waffles  freshly made   That s usually the reason for the long line  Samples are allowed but during peak times  please don t sample more than   flavours   We got two scoops of Lychee Rosewater and Totaro  Taro flavour  in a freshly made Hong Kong egg waffle  It s Bomb  Just order what we ordered if you dont know what to order         Food       Line up        Service      Ambience,4,2017-06-05
Living in the neigbbourhood  this is my go to spot for ice cream  Their wide variety of flavours of ice cream  baked goods  and specialties such as the hk waffle is just so great all year round   However  my favourite thing to get here are the ice cream sammies  each time with a different flavour as they often have new flavours  But to name some flavours  I highly recommend avocado  london fog  and lemon meringue  Side not  they re not open on Mondays ,5,2018-04-07
As good as it gets for combo of amazing baked goods and unique  but not too granola  flavours of ice cream  But the line every night should tell you that ,5,2018-12-05
Salted peanutbutter ice cream  Rocky road  I m gettin me a waffle next time  Maybe today  ,5,2017-10-14
Really great ice cream ,5,2016-12-19
dese people know deir stuff cant wait   come here,5,2018-04-13
It s good  It s fun  But  it s also a novelty  Hit it up  be patient and prepared to wait  Then enjoy ,4,2017-07-14
Been here a couple of times   Line ups are long but well worth it   My favourite has to be the burnt toffee ,4,2018-09-20
Hong Kong waffle is really good  Too bad it takes too long to get it   waited for    mins on a saturday night  ard  pm   they should definitely get another few Waffle machines to speed up the process,4,2015-08-31
This review is only about the ice cream  I am not an ice cream person  But golly  this place is amazing  We Came with with a few friends who had recommended the place to us  The line was quite long as we waited about    minutes  No one complains about the wait because everyone understands and knows Bang Bang is worth the wait  I had the London Fog ice cream which was fantastic  I will definitely be coming back again  I find myself often craving for London Fog ice cream  I am so addicted ,4,2014-07-13
Its ice cream and its not just vanilla and chocolate  Nothing better than this place after dinner  Go for the cinnamon toast crunch icecream with the ginger snap cookies as a combo and you cannot go wrong  ,5,2018-07-07
Went on a thursday evening and it wasn t too busy  but they do take their time with each order  I ordered a scoop of the london fog and totaro   taste was ok  nothing amazing  Totaro flavor was a bit creamy and it had chips of ice throughout  not very thoroughly blended  I was very put off with the way they prepared the ice cream sandwiches though  Which is why i only ordered scoops  no direct hand contact involved with the food  The cashier who takes your order is also the one who makes it   and it was disgusting to see them handle cash and then go directly to preparing your order without washing their hands or putting on gloves  I witnessed this being done for the two people in front of me   Cannot believe this is how they handle food  mKes me question what else they slack on behind doors ,2,2017-10-03
After hearing about a shop selling egg waffles and ice cream  my friends and I were instantly drawn to this place  We went here on a hot day because we thought the ice cream would be a good cooler  Unfortunately  we were very let down  First of all  there isn t any sign above the bakery indicating the name so we ended up walking right past the shop without even noticing  We were greeted by a long line expanding past a few shops down the street  After waiting     minutes  we entered a very crammed bakery with employees frantically running around to complete the orders  I noticed that the employees seemed to not be very familiar with using an egg waffle maker and actually served some people burnt egg waffles     yikes  I ordered the hong kong egg waffle with totoro  ube   lychee    and raspberry ice cream and it came to nearly      Not at all worth it  If you ve ever had  real  hong kong egg waffles before  you ll know that what they were serving was a much lower quality rendition  The waffle was hard and had a strange after taste in comparison to normal egg waffles  The ice cream was also on the warmer side and too soft  almost melted  when they served it to me  The taste was okay     but honestly buying a container of Ben   Jerry s would ve been better    I definitely don t recommend this place  seeing as you can get much better egg waffles and ice cream at the near by china town for a fraction of the price  Not to mention the fact that the chinese bakeries selling egg waffles are much more efficient  usually only takes   minutes  I can see why this place would be appealing to tourists and people who are not familiar with hong kong street food but anyone who goes here is definitely getting robbed ,2,2015-08-07
My S O brought me here once as he knows I have a soft spot for ice cream and we ve been back many times   I have tried the macaron and because it was larger than the average macaron it s a little overwhelmingly sweet  dense and chewy in the center  The cookies are fairly good but it s the taro red bean pastry that keeps me coming back every time  The london fog ice cream is perfect  Creamy with a subtle and not overwhelming flavor of obviously   london fog  Haven t tried all their flavors but I WILL     The first time I was there with my S O we were near the cash table and the person cashing the people out before us  I m pretty sure she s the owner  gave them a coupon for a coffee shop  which we later found out was for Sam James Coffee Bar  I had no idea the coffee bar was down the street and I didn t know you have to order the  SJCB icecream  to get a  SJCB  coupon  I didn t even know what the abbreviation for SJCB stood for on the ice cream box  I thought it was sweet  so I said something along the lines of   That s nice of them  I wonder where that coffee shop is  to my boyfriend  She must have heard me in an earshot because she then made a snarky remark that I had to buy the ice cream to get the coupon  It was good that she told me  I guess or I would ve been misguided but man  there was definitely some judgement or hostility behind that  I don t want to say it was like a  hipster local   God knows I hate the word hipster  couldn t be bothered to explain something to you attitude but it kinda felt like it   But alas  I have never had to deal with her again as the other people behind the counter are always sweet and the ice cream is so good that I ll gladly take her ice cream crafting skills and steer clear of saying anything stupid in front of her ,5,2015-01-07
So many times dropped there  Bubble waffle very crispy outside soft and chewy inside  Totaro ice cream is my favorite  Bangbang is an iceream heaven  you must try        Love it ,5,2016-04-02
Ice cream here was great really creamy  I got flavours London Fog and Golden Oreo in a Hong Kong Waffle Cone  Golden Oreo was my favourite and actually had bits of crushed Golden Oreo cookie in it  I thought the cone was going to be warm but oh well  other than that the line moved quick and the employees were nice  I m definitely coming back to try some more ,5,2017-10-07
Great cookies and ice cream  but they need to improve their work flow a bit  I wonder if they purposefully created an inefficient process flow to create that lineup  and therefore the hype   When we get inside the actual place  you can see that one person takes your order  gets the cookie  gets the ice cream  gives it to you  and  god forbid  rings you out  That is way too slow and it s not like there is any added benefit to the experience  If anything  the air in the place is stressful  packed  and full of hungry anxious ice cream lovers  There is also no crowd control  The night I went  a man barged his way in front of at least    patrons  some who were waiting at least     hours   and placed his order first  I shouted at the top of my lungs that I hoped he get diarrhea from eating his ice cream and others also threatened him with other bad things like  I hope Microsoft Word crashes when you re writing an    page essay without saving it   I hope Auto Recovery decides to not help you   The woman serving him  had no idea  that he wasn t the next person in line  and it really infuriated other customers  I know it s not her fault if she was super busy and overwhelmed  but there needs to be a system in place to ensure fairness to the other patrons who wait a goddamn long time to enjoy this magical cum in your pants ice cream  I still love you  Bang Bang  and I would still bang you  XO ,3,2015-08-23
Best icecream I ve ever had   Rich flavour and very very creamy   The staff was very nice as well   Can t wait to go back ,5,2017-03-06
My friend and I wanted to try out this place since we heard such awesome things about it  and we were extremely pleased  We were taking a while to look at the menu and the employee at the counter called us over to try some samples and help us figure out what we wanted  Nice right  I got an ice cream sandwich  with rocky road kill ice cream and an everything cookie  Wow was that delicious  There are so many flavours and combinations to try  They also have stamp cards for the avid repeat customer    Check them out ,5,2016-07-07
