text,stars,date
Delicious steak and chicken dishes  I don t recall what we order but they were both really good  Chill atmosphere  Good for a hangout and a nice easy date,5,2018-09-01
Really good steak try the steak burger    Sauces are incredible and the price is good ,4,2014-04-25
I m impressed with the smoked wood aroma that ultimately made us turn back in our tracks to go see what this place had to offer   You step in and immediately you re in clear view of the grill with the wonderful   tasty creations going on right before your eyes   Staff is knowledgeable and explained the menu quite well as this was our first time here    Our order was taken promptly and we headed out to the quaint patio to choose our table as the place was quickly getting busy  They offer a delectable choice of sauces to complement the main entr e  The garlic was by far my favorite  Although  each sauce added a certain flair to every bite of steak  We ordered a regular size order of the skirt steak  the portions were more than plenty  A side of rice   and a roasted corn completed our meal  Presentation was great  They used wooden oblong plates that added a certain element to the dish   Our order was brought out to our table surprisingly fast   The skirt steak was tender  juicy and seasoned just right and served with a fresh baby greens salad and a slice of buttery toast  The roasted corn was tasty  The yellow saffron rice was good  The empanadas were okay  Overall   the food was delectable and I will be back to try the rest of the menu offerings   I m giving it four stars due to the fact that they didn t have a bathroom for patrons    ,4,2014-08-20
Great place for any time of day  We got the meat sampler and were not disappointed  The only thing that wasn t that great was the empanada  kind of lacked flavor  If not for that would of gotten    Also it s a BRB,4,2017-12-20
Was very good  but not excellent  The price for my NY Strip was great and the portion was okay  but the cut was very chewy and a bit tough  especially for medium rare  Their in house sauces were excellent and the service was very nice  Will be back to try some other items  Oh try the side of mushrooms  delish ,3,2016-11-30
Wow  I love Gaucho  I ve only been here twice but I crave it constantly  My coworkers and I have ordered from here and it s ridiculous because it s so much food during the middle of the day  But we can t help ourselves    We ve all only have gotten sandwiches and salads  The bread is out of this world  Tasty  soft and crunchy at the same time  How is that possible   and the meat is literally cooked perfectly  It tastes so good  as well  It tastes exactly like it should    This is a hard review for me to write because it s hard to explain how great the food here tastes  It s just really high quality and no BS  Definitely will be coming here as much as I can  Please do yourself a favor and visit when you can ,5,2018-08-22
Best place in pittsburgh   Tons of variety  Went here when it first opened and didn t have the expansion it has now  With the extra room this place will be an extremely popular place to get food  The steak  chorizo  lamb are all outstanding  Sandwiches are equally as amazing and make a great lunch option  If one can eat here  it is optimal  but I have taken out from here quite a bit and the quality is still excellent  Hours are limited during weekdays to   pm so get there early ,5,2015-07-08
Gaucho is Pittsburgh s best restaurant  The sandwiches are incredible and reasonably priced  They have incredibly fresh ingredients and I have honestly never had a bad experience  The paella is delicious  even having had it homemade before from a true paella master from Spain  The steak platter  asado platter  is also incredible and is   different cuts of meat  The sides such as potatoes  rice  etc  are all also delicious pairings with the larger dishes    My only negative experience at Gaucho came from the waiting process  The restaurant is extremely successful and after their expansion only became more popular  So popular  that most nights the line extends out the door onto the sidewalk outside  This wouldn t be a problem  except that it s poorly executed and often ends in frustration for several people standing in line  On top of that  what appeared to be an owner of manager addressed the crowd of willing  paying customers in a somewhat aggravated manner  It s obviously busy and people are confused  The last thing we want is to be yelled at by the staff before we have even ordered    Other than the poorly executed waiting process  and slight confusion between employees and customers  Gaucho is a special place  It has surpassed my other favorite restaurants as of late ,5,2016-12-30
I have a new favorite place to eat   Order the Rosemary Braised Beef  You won t be disappointed ,5,2016-09-14
The steak plate is always my favorite      And I can t remember which dessert I had but it was absolutely astounding ,5,2017-07-14
I love Gaucho   I go whenever I want something special  The wait in line is worth it ,5,2016-06-02
I finally had an opportunity to visit Gaucho  during one of my frequent work trips to Pittsburgh and I m happy that I did     OMG   The wait was long on a Wednesday night  so I can just imagine the weekend   I waited for at least    minutes  starting at approx        When I finally reached the front of the line  I had changed my mind about what I was going to order at least    times    lol   I decided on the ribeye plate w      order of shrimp and grilled mushrooms   I was then escorted to my table by one of the porters  and the second wait began  at least       minutes  but the food was absolutely worth the wait   The steak was accompanied by the mixed gaucho salad which included caramelized onions and strips of carrots  in a house dressing  delicious   There was also a slice of grilled ciabatta bread for dipping in those beautiful  housemade sauces   I thought that my favorite would be the chimichurri  which I enjoyed  but my favorite was the garlic  also tried the onion and red pepper sauces   The sauces were the perfect compliment to the entire meal   The ribeye was cooked perfectly  between medium and medium well  just the right amount of fat  which I usually don t like  but in this instance  kept the meat  moist and juicy   The shrimp were perfect as well   Shout out to the cashier  who helped me in choosing the desired  doneness  for both   The entire staff was a bit laid back  in a good way  super nice and very helpful    On the way out  I ordered the apple pecan bread pudding  which required  another  wait  approx    minutes  but it s baked to order  so I won t complain  and after tasting  I absolutely had no complaints      I will ABSOLUTELY return ,5,2016-11-17
What a wonderful and delicious evening   The entire event  designed especially for Valentine in the Bodega  downstairs dining room   was well planned  executed  and a total success   Each dish of the four course meal was perfectly prepared and served   Despite the  family style dining among    strangers  the experience was enriching   We all left with new friends   We enjoyed meeting our dining partners and felt warmly welcomed by our lovely hostesses   Thank you for a wonderful evening    know tomorrow night s edition will go just as well ,5,2018-02-14
This is still one of my absolute favorite Pittsburgh restaurants  even after my going fully vegetarian a few years back   Given that     of the menu is steak related  I think that s a testament to the quality of all the food   They have a wood fired veggie sandwich that still makes me weep happy tears  and they have an always tasty veggie empanada of the day  as well as a daily meat focused one    In addition  there are several side dishes that are vegetarian and excellent  including scrumptious salads  potatoes  and veggies     I m sure other reviews have mentioned how crowded it is  because the word is out about the ridiculous deliciousness of Gaucho  Most of the time you will be waiting in a long line spiraling outside the door   I ts still worth it   They seem to move people inside and seat people at a good pace   I tend to go right when they open for lunch when the line isn t too bad  and plan to heed the advice of others and call in a take out order to avoid the wait   Heavenly food ,5,2016-12-28
Came here with a group of    and had a great experience  They were able to seat us immediately after we ordered even though we had a huge party on a Friday at   pm  I got the sirloin steak cooked at medium rare and we got the paella to share  Everything was absolutely delicious  Love the sauces   especially the ajo  Definitely will be coming back here ,5,2018-03-02
I still love this place  They moved to a bigger spot with more room and more seating but the food still tastes amazing ,5,2017-05-31
Do yourself a favor and get down to Gaucho   Everything on the menu is amazing  I highly recommend the wings they are phenomenal    ,5,2016-07-06
So this was my first time here   it was a little different   when you first walk in there s a huge chalkboard with the entire menu of what they have to offer  Once you make your choice you can go to the cashier and place your order and they ll give you your drinks  You then proceed to another line  with drinks in hand  where you wait to be seated  When your food is ready they ll deliver it to your table and at that point you re on your own  If you want to order anything additional you have to go through the whole process all over again  For example  we thought about getting a dessert and were deterred because we didn t have the time  Outside of that the food was excellent  Everything was fresh and cooked well ,4,2018-02-15
I am a little confused as to why there are so many over the top excellent reviews for this restaurant   This was my first visit today and I absolutely had to try it when so many people gave it a five star review   It definitely is a hip  cool restaurant for the Pittsburgh scene and maybe that is what is clouding people s judgment   The sandwiches were good but definitely not spectacular   I has the pulled chicken which was more like pieces of chicken breast meat  definitely not pulled  which was a disappointment   The Provoletta appetizer was o k  but basically just melted cheese on top of toast  really nothing overly special   The sauces that are provided for free were good but  again  nothing outstanding     It was very pricey with a lunch for two costing       Also  we grabbed the only two remaining seats in the place which were bar stools crammed in the hallway between the kitchen area and upstairs dining area   Underneath the stools is stacked wood which makes this seating area awkward   There is no place to stick your legs while eating so sitting sideways is somewhat mandatory   Plus  my husband bummed his knees a couple of times off of the wood   I m not sure who s idea this was but they maybe should have rethought it     I am glad that I went for the experience but won t be back ,3,2015-07-01
Amazing  There is really nothing I can say about this place that hasn t already been said  All I can do is agree with every single wonderful life changing sentiment  It s really that good  It must be owned by magical unicorns ,5,2014-08-23
Incredible Flavor  Girlfriend and I had to stop in after seeing all the great reviews and it s all so true  The steak is extremely flavorful and tender  skirt steak sandwich   The best steak sandwich I can ever remember having  Great chimichurri sauce to  Girlfriend had the shrimp which was very fresh and you could taste the grilling which I find really nice  We also tried for apps the grilled vegetables and chorizo sausage  Everything was excellent  We will be back very very soon  ,5,2014-01-11
Love this place every time  Casual dining  Great  friendly service  All the food is delicious  Amazing lamb and fish  Always get dessert no matter how full you are  Try all the sauces on everything ,5,2017-02-01
Yesterday a friend texted   Want to try Gaucho s   I ll go anywhere and my hubs said people have been talkin  about this place so unbeknownst to what I was getting myself into  I agreed   This place does not take any reservations  For that fact alone  I wanted to go at  pm  Especially because it was Saturday  I said to my friend   Only crazy people go to a good place during dinner time on a Saturday   Well   we turned into those crazy people  Not necessarily on purpose  but as the events of the evening unfolded  our party of   became THOSE PEOPLE who went to Gaucho s on a Saturday night  At  pm ish  And we wind up arriving to find a massive line around the block   I have not stood in any line like this EVER in Pittsburgh  Correction   I have   just once   for preschool sign up   but even still I was done with that in    minutes  This line  We waited in it for   hour and    minutes  just to order   In the rain  I mean we arrived  I saw this line  and I said to my friends   What the hell have you gotten me into   I had not researched this place  I did not see it s insanely long list of positive Yelp reviews  I felt like I was back in high school waiting for concert tickets  Fortunately  I wasn t yet hungry so I didn t care   With all those details  long line  long wait  rain  etc    I feel strongly there is no one other than me that had the highest of expectations for this meal  Did it deliver  Absolutely  And in exciting news  even though the wait was painful   the food was delivered fast after we were seated  For the delicious food  I would give this location   stars  If there s no wait   read this review as   stars and then go  But for the insanely painful wait and the wish that they could figure out some better solution so no one has to wait   hours  That s why I subtracted a star  I mean  the way this location is set up  if you re waiting  you can see the people inside eating  And you re like   feet away from them  While we were in this   hour line  I saw a man inside take   minutes to eat his last bite of salad  Everyone else in this party of   was done eating and this one person WOULD NOT STOP TALKING and just HAD to finish the last bite of salad on his plate  Fine  But you know what  When people are standing outside in the rain  waiting to eat  we re giving you death stares from the window thinking   STOP TALKING  TAKE YOUR DAMN BITE  and be on your way     The fact that any restaurant could entice this kind of emotion or thought process is why I subtracted a star  I mean   our party of   had a fun experience but sometimes you don t want an  experience    sometimes you just want to eat a delicious meal    So here s the summary    star food   star employees No reservations   so plan your time and hunger accordingly BYOB   don t forget a bottle opener FYI on those nights when the wait is insane  most people start drinking in the line     one poor party of   ahead of us DROPPED THEIR BOTTLE OF WINE   it was terribly sad  Don t leave the butterfingers in your group in charge of the only thing that will keep you sane while you subject yourself to the weather and hunger games  And if you so decide to be those crazy people who go on a Saturday night like us at dinner time  bring LOTS of BYOB but do yourself a favor  don t forget some plastic cups and or class it up by have your pregame prepared with SOMETHING in a travel coffee mug  I can t even remotely condone public drinking   I would actually be scared to open beer or wine while in line  we waited until we were inside  but I regretted not having something in hand for   hours   Oh yeah   and that peanut butter bread pudding dessert  JUST SAY YES,4,2018-02-25
It s awesome   Great service  great taste  great smell  and great atmosphere   You must try   The indoor space is limited  and the restaurant is very popular  so try to arrive there      am if you want to have lunch there on weekend   I love the shrimps and salmon  today s fish   Sandwich and salad are also good  There are a lot I want to try  so I will go there again definitely  Do not forget to get some sauce on the table  It fit all meat ,5,2014-04-19
Really loved Gaucho  Came with friends on a sunny day  The wait was about an hour  which is usual for this place   so make sure you don t come starving  I got the flank steak plate which is served with salad  a slice of toast and sauce  The steak was cooked perfectly and was super flavorful  All four sauces are really good and complimented the steak  Also got a side of roasted cauliflower that was delicious and seasoned to perfection  I definitely recommend  Gaucho and cannot wait to go back and try more ,5,2018-08-04
I will preface this review by saying that I am an Ohio girl giving something in the Burgh   stars  On that fact alone  everyone should go   it is that good  And i you come here  you too will realize that there is no other rating you can give Gaucho s  From the smell alone when you walk in the door  you know you are about to have a good time    Upon entering in from the rain  we were greeted very warmly by almost everyone that worked there  As we were deciding what to order  they happily walked us through everything on the menu to help us make good selections since unfortunately  you can t actually eat everything on the menu    but you will want to   We got the skirt  the rib eye  the shrimp  mixed veggies  and corn   and every single thing was OUTSTANDING  I didn t realize that I hadn t taken the obligatory  food photo  until the plates were already empty  oops  sorry yelpers     Pro tip  you might be tempted to overlook it  but make sure to get an ear of corn  I know it sounds simple  but it is amazing   and you too will not believe you when they tell you there is no butter on it  It s also BYOB  but make sure you bring some to share ,5,2014-05-12
Went for a Sat  family lunch  and Gaucho surpassed our high expectations  based on all the glowing reviews here  The  small  steak plates    with salad   grilled bread    are a great value  and our   y o  devoured hers like a tiger  Mom loved her ribeye  and my hanger steak sandwich with roasted red peppers was perfect   We split sides of patatas bravas   yellow rice  ideal for mopping up the juices   Don t miss the salsas    ajo and chimichurri were our favorites  but the pepper and the onion were both tasty   distinctive  too   The staff were terrific  helpful with a dash of humor   and the snug indoor eating space  a handful of stools and some standing room  is fun if you re willing to be flexible   friendly   We ll bring a bottle of tinto to take advantage of the BYOB policy next time ,5,2014-12-27
Gaucho doesn t look like much when you walk by  but dont be fooled   This place is all about its wood fired grill and the aroma of burnt wood and food fills the air around the   th Street Bridge  Currently  they are a small place that does better for take out  They do vegan  vegetarian  gluten free and tons of meat selection for we carnivores  Put this place on you list to check out but dont expect to have a seat  Very limited seating     high tops chairs  They bought the neighboring building and will have much more seating by the end of the summer though  Definitely looking forward to seeing what Gaucho has to offer in the future   obsessed already with their wood fired cuisine ,5,2015-03-10
While this is not a formal dining experience it is a good one   Location very cool and food is very good    The Argentine flavors are excellent   Try the trio of sauces  If you are looking for something different give this place a try  Employees are extremely friendly ,4,2016-12-06
Amazing food  nice atmosphere  The line is long so be prepared to wait for an hour or so before ordering ,5,2017-06-28
Fantastic   The steak burger is one of the best sandwiches I ve ever eaten in my life   Perfectly cooked and perfectly seasoned   The pork shoulder sandwich could use a bit more sauce on it  but luckily  they provide you with four delicious sauces to add   This is hands down the best restaurant I ve eaten at in the city so far    years  ,5,2015-08-27
The food is wonderful  A nice addition to the strip,5,2016-06-02
I was in Pittsburgh for business and visited Gaucho twice for dinner  despite the       minute wait to get it  The flavor here is incredible  If you have a problem with waiting in line  or you re that person that will endure but complain about the line to everyone waiting   don t kill the vibe and head down to McDonald s    You can see it from the line   Also  it s BYOB  So grab a bottle of wine on your way  Or two  one for dinner  one for the line ,5,2017-12-10
I was visiting Pittsburg for work and stumbled on this place  The line was outside the door but only took    minute to get to our table  I ordered a steak medium rare and it taste very good and was cooked to perfection  The service was friendly and prompt  I was with   others who were from California too and we all enjoyed our dishes   When in Pittsburg I will be visiting this place again ,5,2017-08-13
     worth the wait  and even better if you re smart and order ahead or come on off hours  It s so good  our downtown office orders ahead and  sends team members on the bus to go pick it up  My favorites are the chorizo sandwich and the provoletta  but all of their sandwiches are outstanding and a fantastic deal  Their sauce options enhance the whole experience and set this place head and shoulders above the rest ,5,2018-09-06
BYOB but not cash only  Amazing food  Known for the meats but don t skimp on the sides  either ,4,2017-06-22
Damn this place is so good   But those lines man  those lines   The meats  the flavors  the everything make it worth it   If you drive by and don t see the line out the door  then get out of your car and go inside ,5,2016-05-11
Absolutely love the food at Gaucho  everything was excellent  The decor and food is very nostalgic of Argentina  However  to keep in line with the Latin way of dining and improve the overall experience  redesign is needed  Gaucho  in an attempt to reduce costs  with limited space and staffing requires customers wait in line to order food  including dessert  then be seated  The wait is often very long  making it not ideal for the elderly or disabled or those of us that want to sit down with a glass of wine and enjoy a scrumptious meal without standing in line ,5,2018-07-28
This was our second time being there and we wanted to get deeper into the menu and give it one more chance so we ordered steak  chicken  sausage  salads  fried cheese etc    to be honest I should have just went to wholeys and bought food to  cook at home  The food at Gaucho  especially for the price was lack luster  the meat came out semi warm with nothing but burnt cold sour dough bread slices as a topper  Let me just state that I have been to Argentina a few times and the food there makes gaucho look like a McDonald s  anyways the meats did not have any distinct flavors that would separate then from any other   star restaurant but the spicey chorizo sausage was the only good item we had  The portion size is almost about right  the presentation is acceptable which can sometimes make up for the lack of cooking skills the chiefs have  Everyone that works there is a brain washed hipster with dreads or long slick backed hair  no one in the kitchen is from Argentina  You of course can go there are try it for yourself but I wouldn t recommend it  Nothing is special about the place  Some people think it s the greatest place on earth and that s because they most likely never been anywhere else ,2,2017-12-02
Again  FIVE STARS    Incredible filet  chimichurri sauce  red roasted potatoes  salad  grilled olive oil bread  all delicious and satisfying   Can t wait to come back again ,5,2016-11-26
Excellent flavors  and nice staff  I had the small New York steak  Bife de chorizo  and a couple of empanadas  The grilled meats are cooked to your taste  Make sure you get each of the four sauces and try them with your food  The place is Zagat rated  I found the prices very reasonable for quality food ,5,2018-03-21
This place was incredible    Definitely get the rosemary braised beef  especially if you like horseradish  and the surf and turf was great    The shrimp was cooked perfectly and flank steak was excellent  All four of their sauces went great with the meat and shrimp  I especially liked the chimichurri sauce  Really friendly staff and it s BYOB    Bring some extra beer  or whiskey  for the staff there and they will treat you right    Overall  great experience and I will definitely coming back   ,5,2014-04-19
I don t know anyone who has been to Gaucho and not loved it   I m a vegetarian and big fan of cheese so I always go for their provolone sandwich   My boyfriend loves meat and he is crazy about their steak sandwiches   The only problem is that there are only a few tables inside to eat at   Best to go on a weeknight or get it to go   So worth it though  ,5,2016-10-30
Really great restaurant     Unusual set up   you wait in line to view the menu  order your drinks at one counter  then order your food at another counter  then they seat you  and they call your name when your food is ready but deliver it to your table   Steaks were melt in your mouth good   Highly recommend the Garlic   Rosemary Shrimp too   Atmosphere was kind of hipster    way too clean to be considered a dive   Really good dinner choice for my husband  our     year old daughter  and myself during a short visit to Pittsburgh ,5,2018-09-28
Best new place in Pgh   The aroma of the wood fired grill will lead you down the strip and into this friendly place   The food is simply amazing ,5,2013-05-17
I ve heard so much hype about this place that I was half expecting it to fall short of my expectations but it blew me away   I got the steak burger with a side of veggies    Great combo because you can add whatever veggies you like to the burger   Both were out of this world on their own though   The burger is also quite a meal so be prepared for a lot of food ,5,2015-05-31
Let me stress how tasty the braised beef is  I have yet to stop at the venue but I have had the finished product from here  AND LET ME TELL YOU     THESE GUYS KNOW THEIR TASTE BUDS  Not to mention they seem like they LOOOVE what they do too   Beef they cooked was tender and mixed with potatoes  horse radish and another key ingredient that I do not know  Any way the mix of sweet and spicy in a dish is something I had yet to experience to this extent    Also had shrimp with asparagus and rice which tasted very good  but did not measure up to colorful taste of the braised beef    Food seemed well put together and healthy    Cannot wait to visit their venue and indulge in all the colorful flavors they have ,5,2014-11-13
Service  everyone is nice and friendly  Awesome overall  Employees wear regular everyday clothes so a lot of times  I actually mistook an employee for a patron  Ha  Service is also fast and we didn t wait long to receive our food    Price  pretty expensive    Food  so good  Sauce is delicious and I love that it is self serve  I can grab as much as I need  Steak is a must    How to order  check out the menu while you re waiting in line and walk up to the counter to order  Go sit down  servers will bring you plates and utensils  Wait to hear your name be called and the server will bring your food to your table    Kids  I had my   year old daughter with me and immediately after sitting  an employee approached us with a book and a toy to keep my daughter entertained  Awesome    Will definitely be back ,5,2017-05-26
I had tried to go to Gaucho once before  but since the lines tend to be long I never made it to the door  Yesterday we had the chance to get there for an early dinner    and I must say  it was worth the wait  We ordered five different items to share and I don t know which was the best  The chicken Empanadas    for     were a nice start   we paired them with the dipping sauces available for a little extra flavor   The Provoletta was amazing  Perfectly cooked and was nice to share with this amount but isn t too heavy to have all to yourself  The corn mash  I forget the actual name  was possibly my favorite item   served warm  it was absolutely delicious  Then we shared a sliced beef plate that had good flavor and a nice medley of veggies   caramelized onions with it    Top that all off with the pineapple bread pudding and a nice bottle of red  BYOB  but NO CORKING FEE   while sitting outside was a perfect Tuesday   Everyone was friendly and helpful when we couldn t decide all the dishes we wanted   and the wait staff was fantastic  I ll definitely be back ,5,2016-05-11
Overpriced and overhyped  The ordering process is terrible  Stand in line for an hour to order then hope there s a table ready between then and when your food comes out  Steak sandwich was good  Shrimp were overlooked and overpriced      for     they should be large and delicious  they weren t  Salads had around   pieces of lettuce with    cent sides  Spent     for dinner for two with no sides or drinks and had to go to primantis after to fill up  If you must go because you ve heard so much hype like ourselves  stick to the sammiches ,2,2015-11-26
The steak burger was one of these meals i have ever had    BYOB and get ready to eat good  Great service too ,5,2018-09-28
Gaucho s new and expanded space is awesome   It s really great to be able to enjoy this incredible food without feeling super cramped  Plus  the BYOB aspect is much more appealing now that they are open for dinners and you can really settle into your own table   All of their food is absolutely fantastic   After coming back from a backpacking trip to South America  I still thought Gaucho s food was amazing   My favorite item to get for the value is their Steakburger  which is really just a giant smoked burger with two of your choices of fixins  cheese is a little extra  I think   It s a big burger and will satisfy even the hungriest of us eaters  If you re looking to splurge and love steak  you cannot go wrong with one of their platters   I want to mention two more highlights of Gaucho  They recently added wings to the appetizer section  and DAMN are they good   They are cooked on a wood fired grill like much of the rest of the menu  then tossed in some kind of magically delicious hot pepper oil and scallion sauce  with grilled lemons on the side   If you haven t tried them yet  go and get some   Finally    their sauces  Oh my gosh their sauces are DELICIOUS  And they are self serve  so try them all and then load up on your favorite one ,5,2016-04-04
Hands down  best sandwich I have ever had   Carne Sandwich with Skirt Steak is my go to   Perfectly cooked steak on fluffy ciabatta that soaks up all of the goodness   Topped with caramelized onions and roasted red peppers   The staff is always friendly  no matter how busy it is    and man can it be busy on the weekends   Call ahead to order and you dont have to wait in the long line   The owner is very cool  gave me a beer once  its BYOB but he had a growler of some East End Big Hop   which was awesome     Plus  they have dog bones for a buck that my dog goes absolutely crazy for    sorta like I do for the sammie   Get there    it is worth it ,5,2014-05-31
My friend Rachel C brought me to Gaucho on my recent Pittsburgh trip and it was a total riot  The guys who work there are hilarious and super flirty   hanging out while we waited for our food was so much fun   We both opted for steak sandwiches with chimichurri and caramelized onions  The sandwich was delicious and very filling  We also ordered sides of the roasted potatoes and vegetables  which were great    We managed to hit Gaucho on the final day before they closed for renovations  Wishing them the best and looking forward to checking out the updates next time I m in Pittsburgh ,5,2015-04-27
Gaucho Parrilla has become one of my favorites in Pittsburgh  It s  th in the nation on Yelp s list for best restaurants in the US and definitely deserves its place there    I went with a friend and even though the bus dropped us across the bridge  the stop is right BEFORE the bridge  but he just kept going     it was totally worth a freezing walk across an icy bridge to get to this place  The person who took our order was super knowledgable about the menu and I can tell they take a lot of care in preparing the food  He even offered to let us stand by the wood burning stove since we were so cold from our walk over    We got the Rosemary Braised Beef sandwich and New York steak  as well as a side of potatoes  It was all delicious  I think the sauces they offer really make it awesome    As many have said  the hours that they hold are a bit inconvenient   Tues  to Sat        AM  to       PM  Sunday Closed  Monday Closed  There have been many times I wanted to go  but it was already closed  Hopefully they will expand their hours after they renovate  At any rate  if you live in Pittsburgh  and eat meat   you should definitely check this place out ,5,2015-03-14
This meat is to die for   We only had to wait about        minutes on a Friday around  pm and our food came to us within another       minutes   I love that there is no corkage fee   We shared the mixta with NY strip  chicken  and chorizo  all great   We also had the Carne sandwich w  filet and carmelized onions  which was also the best steak sandwich I ve ever had   Seriously   GO NOW ,5,2015-11-25
How long has this place been hiding in plain sight in the Strip District    I had just crossed over the   th St bridge and bam  There it was  The line was to the door  so I walked around a bit before coming back around      on a Wednesday  Very small line at that time   The menu is a bit huge and overwhelming  but I decided pretty quickly on the Carne sandwich  What I was not prepared for was the cashier then asking me to choose between a whole list of meat cuts  I selected the filet  and I m glad I did    This steak was tremendous  It made me question why I only eat steak     times per year  It made me question my whole life  Cooked medium  it was like biting through soft butter  Excellent feel  excellent flavor  The bread had the right amount of interior softness and exterior crunch  and I m always a fan of caramelized onions  next time I ll probably ask for extra   The sandwich also came with one lone  small pepper right in the middle  and some sauce   Get to the Strip and eat a sandwich that s not Primanti s ,5,2016-06-17
