text,stars,date
Stopped in here for lunch  Obviously a really great location if you re staying in the area of Aria  It s a good option for something a little more casual  as a lot of the other options in and directly around the casino are more upscale   With it being right on the walkway from Aria towards the mall and Cosmo beyond  it s a solid place to watch the crowd go by  which in Vegas  can always be entertaining    The P U B   Public Urban Bar  has  as one would expect and hope  a pretty outstanding selection of beers  both on tap and in bottle  We were served by the barkeep very promptly  and as we were fairly starving after a long flight  it fortunately did not take long to get our food   I tried the Buffalo Style Burger which was served with blue cheese  hot sauce and slaw  Really outstanding  Their fries were great too    At     for a burger  it s definitely on the pricier side  but what else would you expect right outside the casino door  If I get the opportunity  I ll head back here for some more brews and snacks  though I d probably try to hit up the happy hour to keep the cost contained ,5,2014-03-08
  Star Lunch  Great service  food and drinks  I had the grilled cheese with bacon and fries  others had  lobster roll  fish and chips  chill  clam chowder  BBQ chicken lettuce wraps and lots of great drinks  Food  drinks and the service were awesome ,5,2015-12-31
Pie Glorious Pie   I went here with one sole purpose  Shepherd s Pie  Get in my Belly  It was my first Shepherd s Pie and will definitely not be my last  Delicious flavors and great service  Beer menu is quite robust and the prices aren t too bad for being in the heart of City Center  Would go back ,4,2013-08-22
Meh      Maybe I need to give it another shot  but I wont do that until someone else pays for it  lol Too expensive for some meh   ,2,2013-07-16
Had a really nice brunch on Memorial Day Sunday while watching the end of the Indy        We ve eaten at Todd English s Olives in the Bellagio    this is good too  but nothing like Olives  either ambience or food selection   But  it is an archetypical  pub    sports bar   They were running a Corned Beef Hash special with asparagus   hollandaise and a brunch drink special on Mimosas and Bloody Marys  Great food  good bread to start with  decent sparkling wine in the Mimosas    Great service   Definitely will go back    the rest of menu looked great for an easy lunch or dinner place while in the City Center area ,4,2011-06-19
This is a very fun place  loud and vibrant as you expect in Vegas  a great vibe all around   So it s an English style pub this means one important aspect to start out with   beer   I had the arrogant bastard ale  which for some reason I suspect may have been the wife telling me something subconsciously but it seemed to hit home  Very smooth and refreshing   The beer was pretty good too   The wife had a Bloody Mary chock full of add ons to ensure optimal obnoxiousness was achieved  Cheddar  shrimp  salami  pickled asparagus  old bay seasoning  Worstershire sauce  lime juice  spicy V  all made full with tomato basil infused Vodka   A drink as large as a five course meal  whatever next   She loved it   Well next in fact was the crispy beer battered pickles as an appetizer   Appetizer   This could be a whole meal for   on its own   Great dips with this   Awesomeness   Entree  fish and chips   it s an English pub what else   Also we shared and good thing  this could feed a family of     Fish  fries  coleslaw as good as it gets   phenomenal   Service was also awesome  our server was incredibly friendly and helpful   So great place and a well earned   stars ,5,2014-09-27
Based on some of the reviews I don t know what exactly I was expecting however I was very pleasantly surprised  Although it is a little hard to find right outside of aria and in the crystals shopping center  The restaurant itself is actually very well decorated and has a cool hip vibe     Really extensive beer list and decent prices on pitchers   Expect upscale pub food and really think about getting something from the Carvary      I got the openface pastrami which was to die for pair it with the mustard trio and the curry butter and you will be very very happy ,4,2014-08-21
    stars  This is a pretty laid back place right next to Aria   Gotta love those pub height tables with your very own tap   Awesome   There s a great beer selection and if you re at the bar and are up for a challenge you can chug your beer in   seconds and get it for free   I guess that s cool if you think chugging a good beer is worth it     When you sit at a table you get a small tin of popcorn to snack on   The food is good but I think the whole thing is a bit overpriced   Happy hour is pretty decent  good deals on beer and appetizers  although if you ask me the price of happy hour apps are probably the price they should be normally    Good outdoor seating for those nice days     I won t be here regularly but when I wind up here for a beer it s usually a good time ,4,2013-05-10
Great spot  Solid food  One of the best beer menus in Vegas and bartenders that are knowledgeable and accommodating  Kris and Jaime were fantastic  Knowledgeable  accommodating  a lot of fun  When in Vegas  don t miss this spot ,5,2014-12-17
My husband and I have eaten at almost every fancy schmancy restaurant in Vegas  and there are quite a few of them  During our most recent trip last week  I found out that Todd English P U B  was rated at a top    restaurant  bar in the US  As an avid fan of Crystals in general  I decided to give it a try for my birthday dinner  Plus my dad was paying and I didn t want to run him dry right before retirement with a trip to Mastro s  We were able to make a reservation for    same day  for      pm  The hostess seated us promptly in a large  comfy booth  Instead of bread they immediately provide fresh popcorn  yum   Our server was very sweet and even hand stuffed my husband s blue cheese olives for his dirty martini  I opted for a ginger beer cocktail and was not disappointed  It was served ice cold in a tin mug   For a starter  we ordered    of the east coast oysters  They were served with fresh horseradish  mignonette and chili sauce  I ve had quite a few oysters in my day and these were AMAZING  For entrees  my husband ordered the sliders  standard  and I chose the lobster cobb salad  The salad was loaded with lobster meat  but they forgot the dressing  It would defeinitely have added some flavor  My dad is Irish  so I convinced him to order the bangers and mash for his entree  Oh   my   lord  The onion gravy was divine  My step mom s fish and chips were also delicious  but could have done without the slaw    Vegas needs more restaurants  bars like Todd English P U B  We will definitely return  but most likely just for the oysters and drinks  They don t do birthday surprises either   ,4,2013-07-11
Bad food and expensive beer  The fries were way too salty and pretzels were super greasy  Won t come back ,2,2014-02-28
Food is decent  nothing super fancy  Huge beer selection  Excellent server  Extremely friendly and accommodating  Great place to come for snacks and drinks ,4,2015-04-12
We ordered the famous Bloody Mary and were disappointed  Don t waste the        The lobster rolls were delicious     The filet breakfast was tiny and would not recommend  Great atmosphere ,3,2015-09-20
We were here on a Saturday evening around     pm  and we were told that there would be a    minute wait  We were okay with that  but as we walked to the bar there were a TON of empty tables    Why would there be such a long wait just for two   Anyway  we found a table at the bar to sit in and have dinner  We shared the mini corn dogs  Dirty Chips  and the bison burger   The corn dogs were good  The Dirty Chips were pretty fantastic  It was a huge appetizer for the two of us  Between the corn dogs and chips  we didn t need the bison burger   The bison burger was dry  We ordered it medium rare  and it lacked juiciness   The service was good and the atmosphere was nice too ,3,2011-03-23
Best fries in Vegas    Chicken sandwich was to die for and the ranch killed it  Aria is amazing also and if you haven t shopped in the crystal shops you should  Expensive tho ,5,2018-01-09
Maybe the only place that closes in Vegas  Todd English opens at   am   a miss for those in search of morning pub fare as an alternative to the traditional Vegas brunch options   Raw bar is very good  with the lobster cocktail hitting all the marks  fresh and abundant  served in the shell  full tail and claws   with a homemade cocktail sauce   The sliders were average  the frites were frozen  my life s biggest angst      while my colleague had English fish and chips  while it was cod  yum   it did not look hand dipped  and again with the frozen  chips      I asked for Guinness  and while the server  who was very attentive and friendly  never said anything  I know she was feeding me semi stout from a local brewery  Why not just say so   If I ask for Diet Coke  servers typically go out of their way to say  We only have diet Pepsi      but I digress   Impressive facility  hell  its Vegas     but didn t have the requisite pubby feel to it  And      for lunch for two    pints each  is a bit rich   Yeah  yeah  maybe I don t need   pints at lunch    save it   Oh  and they have a hot dog on the menu for       wtf ,3,2012-02-10
Food was good for the price  Generous portions  good service but food was not outstanding ,3,2017-11-20
Nice atmosphere  Good service  Food was not good   No one at the table was impressed with their food   Better food in Vegas ,2,2016-02-17
When you walk for a little over two hours in the maze of the Strip casinos like a modern Daedalus AFTER running a half marathon and almost being trampled by an angry crowd   you are HUNGRY  And thirsty  For beer  in my case   We had set our views on Todd English PUB before race  thinking that it was far enough from Mandalay Bay to be spared by runners  And since we had parked our car in the Aria   we just had to eat ourselves silly  roll out of the restaurant and into the car  set autopilot to the hotel and go to bed  Easy enough   But the place was totally hopping when we arrived  and we were told that it would be a    minute wait  Bummer  Fear not  dear friends  We managed to grab seats at the bar  sit down  felt like heaven  and went to business   The place is nice and definitely  urban pub  like  And the menu was quite appetizing  but what wouldn t be after such an ordeal    I ordered just before the last call a glorious shepherd s pie that was probably the best I have had in my life  Big chunks of beef AND lamb in a luscious ragu sauce  fluffy potatoes  generous layer of melted cheese   the ultimate comfort meal  But it was      OK  I get it  You are paying for the name  and the craft  But when you go on the beer menu and see that a pint of PBR is priced      you have to wonder  Who are they kidding here  Fine  we are in Vegas  On the Strip  But PBR is PBR  I couldn t get over it  I ended up choosing the only  reasonable  choice on this insanely extravagant drink menu   a combo PBR tall boy and a shot of Jameson for       Slots machines are definitely not the only money traps out there ,3,2011-12-13
Although rarely a foodie haven  English Pubs have always had a soft spot in my heart  Cheap food that is usually decent  and reasonably priced imported draft beer is usually enough to keep my happy    I had been hearing about the Todd English PUB in Vegas for awhile and wanted to try it out    This is really more of a high end gastro pub than a traditional  old school  English Pub  So the food was solid   The Shepards Pie was a   star home run  One of the best I ve ever had  Huge chucks of moist meat  soft potatoes with a yummy crust  and a gravy sauce that will make your knees weak   seriously  be sure you re sitting down   The Duck Buns were a surprise  Seriously  Duck Buns in a English Pub  I figured they were reaching outside their wheelhouse to try and be a little too diverse  But I was wrong  The plum bbq sauce was a little too salty I think  but the duck was super juicy and the buns were perfect    The beer however    ouch  First of all  they advertise hundreds of beers on tap  So me being German    I was excited  But they were out of the first beer I ordered  So I picked another one  Out of that one too  Hmmm  OK  let s try my third choice  Yep  also out  Yikes  Usually I m a three strikes and you re out kind of guy  but I finally said  Let s make this easier  What DO you have in stock    I finally chose a Black Butte Porter  one of my favorites from my days in Oregon  and a flight of   tastings  They are pretty proud of their beer here  That Black Butte Porter         Wow  you can get the same thing at Yardhouse for     The sampler flight         Holy crap     for each shot glass of beer  Talk about buyers remorse   The service was also hit and miss  For the first    minutes or so our waitress was on it  Then she disappeared for over an hour and we had to flag down other table s waitresses for water and extra napkins   Still  the quality food makes this place a solid   stars  Would I go back  Yes  but I d probably skip the beer next time and just focus on food  Kind of the opposite of why you usually go to a English Pub though ,3,2012-04-13
Really wanted to like this place   Great atmosphere but the food was mediocre   I could have overlooked the food were it not for the less than friendly service   It was a Saturday night but this place wasn t even busy  yet our server acted like we were a huge pain in the ass for even coming in   Would maybe try this place again because of their great happy hour prices and my eternal optimism ,2,2012-06-08
The   of us shared junk chips and a Bloody Mary   We also took advantage of the free beverage offer through Yelp   So many things I would like to try  so little time   Walking by the kitchen  every dish looked delicious   Excellent location right outside of Aria  my favorite place thus far   I will definitely be coming back   Food was worth the price ,4,2015-07-05
A cool atomosphere located right outside the Aria  We got in right away thinking we could get brunch but that s only available on the weekends  Our waiter was extremely friendly and attentive  We had wings for an appetizer which were so so  Good sauce but the skin was a little tough    In our group   people got the portobello burger which they loved  Great for a vegetarian   One person had the build your own sandwich which he ended up liking but it seemed weird that you had to put it together yourself    I had the CBLT sandwich which was awesome  Huge piece of chicken with a great mix of arugula bacon and a spicy ranch    The bloody Mary s were hit or miss  one person in our group loved it but I thought it was too thick  I would still recommend trying it out if your near the aria ,3,2015-10-09
I ve been to Todd English s restaurants in both Boston and Las Vegas and this place doesn t measure up at all   The atmosphere was pretty cool but the food was very disappointing   I had the Bison burger and I d much rather have an In N Out burger   The meat was bland and the bun wasn t fresh   My wife had the lobster roll and it was very salty   No need to dress up lobster if the quality is good   I d probably won t be going back   Way too many better options in Vegas for a     per person lunch ,2,2010-07-07
Yumsville     This place is perfect  Great menu  friendly staff    awesome decor atmosphere    We ordered lobster roll  omg  I mean great taste   big portion   then we had the house made foot long hot dog w chill   onions  Best dog I ve eaten  Their house bread is perfect    There is something on the menu for everyone  Great beer selection    We happened to be there when Netherland   Argentena started the semi final soccer game  We got a perfect table facing the screen  It s huge must if your eating in  Vegas ,5,2014-07-10
Terrible Lobster Rolls  Solid Ahi Tuna and free beer if you chug it in under   seconds  Oddly enough  I kind of liked Todd English Pub  but not enough to give it   stars   Good spot for beers if you re trapped at the Aria for   days and don t have much interest in venturing out       visit  Cioppino was actually decent ,3,2012-12-21
I wouldn t recommend if your a true foodie  They are slacking on quality  Ordered the duck buns  tasted old  lobster roll  grossly over buttered as if dropped in a gallon jug of oil and the burger  dry   not flavorful   There are other places on the strip I would prefer for food   If food is not a priority and it s just fuel  this is a fun lively bar  Great decor,2,2015-02-22
Nice beer selection and a really nice staff  They will help you find a good beer that you re looking for  The food is solid bar food  classic in that regard  The portions are huge so beware of that  They also have a beer challenge whereas if you finish a beer before the timer runs out  you get it for free ,4,2014-09-08
Horrible place  Wanted to always try this place and did with a horrible time  The venue looks awesome and the people were ok  But the food is horrible    the service so so  So we got seated at a regular booth for   people but we decided we want to sit on the table with a keg installed so we can pour our own beer with their tap  We ordered  Corn dog puppies  i can buy them at walmart and put them in a oven myself  F  Spicy crispy chicken wings  really how can you serve this   D   Beer battered onion rings  its hard not to go wrong with fried food   C   Sliders   nothing great  C   Brown butter lobster rolls  i would of expected at least average  D    Food was horrible     Next the whole time while we were ordering and eating and waiting our keg broke and they had a guy fix it the whole time we were ordering  eating  trying to drink  so we had a party of   because of the worker    What did Todd English PUB employees and manager decide to do when I complained    Hey Im sorry  how about a   cups of beer   Thanks but F off     Will not come back  A really nice venue but failure in their food and service    Isnt a restaurant a place to eat good food and have a good time with friendly workers  Especially at their prices come on now,1,2012-09-04
The waiter was extremely friendly and attentive  the beer selection was good but not fantastic  the food was quite good   The lobster roll was really good and so was the corned beef sandwich   I d recommend picking on of those specials they have where you choose the type of meat and bread and the you make your own sandwich   The price was on the high side but i believe they run special happy hours regularly so if you don t mind the crowd you can go there during those times ,4,2012-11-15
I don t know why I like this place  because the service is rough and the prices are way too high on everything  But there is something to be said for a    draft beer  At least it tastes good  While never being impressed  I still go back  so there must be something  ,4,2014-04-23
After two recent trips to Las Vegas which included two trips to the PUB I figured it s time I wrote a review   In a town lacking in quality beer  as far as I could tell in my two short trips  I was happy to stop by and get a nice cask ale    My first trip had us enjoying a drink at the bar while we waited a few moments for a table   We sat at the low bar area which is not preferred   It s really awkward to interact with the bar servers but it worked for what we needed   For dinner we had the dirty chips  corndogs and spicy chicken wings   Portions were huge and the food was good   The second visit I was alone and wanted to sit at the bar   Ended up at the low bar   But the beer was tasty and my chicken tacos were wonderful   Service was very friendly and efficient both times I went   Prices are high but that s expected due to location   I ll be back during my next visit I m sure ,4,2012-01-31
Way overpriced for what you get   Check in on Yelp and you get a free bud light  other than that I d avoid this place ,2,2014-09-15
DO NOT COME HERE   I was so excited to try this place out because their happy hour menu looked great  We ordered WELL WITHIN HAPPY HOUR but when we got our bill  everything was regularly priced  The waitress said that someone must have entered it incorrectly in the computer and it was too late to change it  They were incredibly rude and unwilling to fix THEIR OWN mistake  I WILL NEVER GO BACK HERE and I recommend people stay far away from this scam  HORRIBLE ,1,2016-06-01
This is a nice place  good atmosphere  but always busy  so definitely make a reservation  The food is excellent  and the menu identifies gluten free options too  Recommended   More on gluten free in Las Vegas   https   www facebook com groups gluten free las vegas ,4,2013-06-01
The Skinny  food is okay with the tendency towards overseasoning        service   was okay  refills were quite prompt        value   overpriced for what it is      Headed here for their gourmet version of pub food  We ordered fish and chips and the chicken pot pie   The fish and chips  around      weren t anything special  The fish  albeit the quality of the fish is very good  suffered from an overly heavy  crispy batter and too much salt  I m not sure why there was battered and fried parsley on the plate either  Like eating fish and chips isn t bad enough as it is   The chips weren t as crisp as they ought to be  The cole slaw had a combination of peas and cabbage   in the end  it had too much mayo  not enough acidity    The accompanying tartar had too much relish added to it  The malt vinegar aioli was unpleasant as well  Sour mayonaise  I d like to stick to malt vinegar  thank you very much   The chicken pot pie fared  around      better but still had some issues  Albeit the puff pastry on top was nice  there wasn t enough chicken and veggies underneath  The sauce was a little too thin and rendered the bottom part of the pastry to be too soggy   Overall  had better chicken pot pie for less   My overall experience was okay and the food wasn t bad    it just wasn t great  Despite the issues  the food alone would have been a      However  given the absurd prices given the quality  I would probably give it a   overall ,3,2010-08-30
Great service  food was quick to arrive and tasted great  The adult milk shakes are good   however a bit pricey ,4,2015-10-13
So disappointing  The service was horrible  Beer tap selection was sad  Had an Old Guardian because it was somewhat interesting  Food  Our server forgot to order it  The  frickles  and fries were so so  Save your money and find a Sin City Brewing Co  Station instead ,3,2013-01-05
We recently were in Las Vegas and had read multiple reviews of Todd English  even though I had never heard of him  and went to his Pub   We enjoyed our meal here and our server was really nice  friendly and helpful   There were obviously tons of beers and I decided on the Delerium Tremen which was really good   For my meal I ordered the brown butter lobster roll and it was super tasty with the rolls toasted just enough to make them crispy   It s definitely pub food here and a little expensive but that s to be expected in Vegas ,3,2012-02-22
Only scoring a two star because the food was edible and the vibe of the place was very cool  After spending a lot of dough on an amazing meal at STK the night before we decided on a more casual less expensive  or so we thought   one  Todd English has gotten a lot of buzz on Top Chef so why not  Well this is why not  the food was ridiculously overpriced  carelessly made and couldn t hold a candle to any nickel and dime pub in Great Britain for a tenth of the cost  My     plate of corned beef was so cold I had to send it back  when it came back the flavor wasn t even up to Costco s high standard and the cioppino tasted like a pile of boiled seafood doused with a canned spaghetti sauce  I nearly spit up a gold tooth when I saw the bill was     before the tip       for one beer flight of four tiny tastes  Really  The only thing I enjoyed about my meal was the French onion soup but beware for    it ll be half the size of the one you are used to  This place is a miss for me  Not coming back unless Todd invites me to dine for free ,2,2014-02-12
Updating my review for this fancier pub fare   Mac and Cheese   This stood out  One of the best restaurant mac and cheese s I ve tried in the recent mac phase   Sliders   well made and tasty   Fancy grilled cheese   had tomatoes and bacon  YES   Pastrami   chunky  delicious  Chicken Parm Slides   also tasty  See a trend  Some of the best I ve had of all of these and I would definitely go back  Well located in the city center,4,2013-07-16
Sheena is the most amazing bartender  She keeps the place running ,4,2014-09-28
I recently was in Vegas for business   We went to the pub for lunch to meet a client and the food and service took quite a while considering we had to cancel our next meeting   With that being said  the place was really busy   The food was great and the atmosphere was casual ,4,2013-02-28
Food is tasty  they have a good beer selection and the atmosphere is cool  BUT I think the food is overpriced  I know it s Vegas  but still   A great tip   if you can chug beer like a pro go for the   second beer challenge  Choose a beer      or less  and if you can finish it in   second or less it s free  You can do this twice daily ,3,2012-09-18
Good traditional atmosphere and great servers   Great beer selection   Food was okay and over priced ,3,2014-06-15
Two years ago  I submitted a one star review  It was totally directed at a manager decision  We received a very nice apology from the restaurant via e mail  and have returned many times since then  Enough times that many of the bar staff recognize us  Unfortunately  on our last visit  we had another bad experience  About halfway through our first beers  we ordered an early dinner  An hour later  after more beer  we still hadn t received any food  We felt we couldn t wait any longer  and closed our tab  We needed food to offset the alcohol  Not sure whose fault this was  Again  the bar staff was  mostly  attentive  We understand there has been a big turnover lately  New ownership  Anyway   don t know if the food is still good  Since we didn t get any   ,1,2017-05-30
Wow   Did not expect the quality I received at a pub   Omg lobster rolls are amazing   Highly recommend    Also had the oysters and they were also great    Very fresh and flavor was spot on    Lobster though  wow   Cooked to perfection  great flavor   Server was awesome   name wad Jocelyn   She was knowledgeable and friendly   She actually recommended the lobster rolls ,5,2015-05-09
Outside   Inside seating on a warm Spring evening  Promptly seated and enjoyed a free bud light for checking in        Our server was wonderful  explained the menu and options and my friends and I were pretty full by the time we reached the half way point    Their meats are sliced  not really a burger  not really a steak   I had the Fish and Chips  which was Humongous  and the fries were nicely  LIGHTLY seasoned     Can t wait to come back,4,2013-04-28
Had lunch on Friday        Great experience  very cool Pub interior  tables with taps   We sat outside in a very pleasant atmosphere   Service was perfect  attentive and informative but not intrusive   Fish and chips may have been the best I have had outside of London   Highly recommend it ,4,2012-11-03
Popcorn and beer to start  please    We had dinner here before heading out to see Peepshow   Great choice  ladies   I love the space and the feel of this place  Ooooooo that rhymed    It had the vibe of a vintage contemporary pub with the sounds of eager sports fans gathering for a bite before the big game   Um  there really wasn t a big game happening it just felt like that  I had The Amsterdam burger which was okay   The pastrami was not piled on and not really that special   The fatty fries were okay  but I did enjoy the sweet potatoe fries instead   i think my favorite was the Chocolate Dipped Strawberry cocktail which was a mix of   different beers   excellent   I don t know much beyond the usual Bud Light s and Taj Mahal s  but this was worth it   Not sure if my burger was worth     though   That s all right   it s all about spending time with good friends and okay food  wait is that even right    I m one to give places another go just because there s so much on the menu that one dish would knock me off my feet   I would hope ,3,2010-11-13
We absolutely love this place and come every time we visit Vegas  The Bloody Mary is PHENOMENAL  it s a great place to watch games  and don t forget the  seven second challenge   you basically chug a beer in seven seconds and it s free   you can do it twice a day and it s the perfect way to start every Vegas morning     As far as food goes you can t go wrong but there are some high points on the menu  For example  the lobster roll will absolutely change your life and the salmon addition to salads is a must have  The main take away is that this place is a must go and YOU ARE WELCOME ,5,2017-01-02
Justin B  and myself came here for lunch on a friday afternoon around  pm  place wasnt too packed and was seated at a booth right away  the lunch menu consists of a lot of burgers sandwiches and a great selection of beer  i decided to go with the make your own sandwich carvery option  you basically get to choose the bread  meat  and sauce to create your own sandwich  i went with the     pound of beef brisket on mini kaiser rolls for about      think mini sliders   the portions are super generous  i was full after making   sliders and i practically still had an entire plate of brisket leftover  pair that with some tasty skinny fries and a hefenweizen   it s a great lunch and way to start of the weekend  haha  note   the brisket leftovers  even cold  made a great late night snack while drunk at  am haha   ,4,2010-05-11
I loveP U B  never miss it whenever I m in Vegas   Coolest atmosphere  great food and drinks  excellent service  My favorite is the Lobster Cobb Salad  I wish they d open in MIami ,4,2015-07-13
Second time in Vegas  second time at Todd English PUB     Overall on both trips I found the food to be good   a modern take   update on simple pub food   this trip had the shrimp as an appetizer   good but I also feel like any place on this level shouldn t screw this up   and the New Amsterdam   that burger was great   good flavor with a lot going on   My only complaint for this place was prices of some items   I get that its in Vegas and on the strip prices can be a little inflated  but    for a PBR and    for a Bud Light seems a little steep especially considering I was able to order a great craft beer for just a few dollars more rather than having a BUD    ,4,2014-01-22
Terrible  Hubby  and I ordered Bloody Marys  We didn t realize they were     a piece  They were okay but not     good  We ordered pickles which were nothing more than Clausen jarred pickles and some Ralphs gerkins for     Bar stools were dirty  We wanted to like this place  but way too expensive for the quality  Nothing special  The only plus was free peanuts at the bar   Wait staff were nice but not up to Vegas standatds  Save your money and go somewhere else ,1,2014-06-17
Disclaimer   I got there late after a long poker session so only had the short menu they start serving at       pm   Have read good things about the normal menu so will update this review if I ever have that   Got the beef sliders and mini corn dogs  Sliders   Bland   The beef wasn t really seasoned  though I guess that s standard in many places  so didn t really taste great   The slider buns were pretty good   nice flavor and texture   It let you eat your slider without things spilling everywhere   But overall it just didn t taste that great   Even the onions they serve it with get lost in the strength of the slider s sauce as well as the pickles served with it    Mini corn dogs with skinny fries   Corn dogs were  again  bland   The batter had a nice texture but don t think it offered much flavor beyond just kind of a normal sweetness   The dogs were made of decent meat  I think  but just not seasoned   Fries were ok   but they did get soggy towards the bottom of the cup   Not so bad since they would get cold served on a plate  there were lots of them    I m willing to try again as it looked like a really cool place and the Aria poker room is my new favorite   But the food  so far  was poor   Service was kind of lacking too   Bartenders spent a lot of time socializing while patrons were kind of waiting there for service   My water glass went unfilled my whole meal ,2,2011-05-15
One of the worst restaurant experiences I ve had  We show up with a party of five  We are told that   cannot be accommodated due to reservations  We ask if a chair can be brought to a table of   which they offer to us  still have a party of    and they can t do it  The whole time the young hostess clearly is frustrated with her day and giving us attitude the while time  We tell her we will walk to the bar and find seats  We find   and are told after sitting sanding there for   minutes that it is a service well and we will not be served if we sit there   At this point we find another   chairs with   other guests leaving shortly     of us sit  stand and hostess now returns to us and offers us one of the  draft tables   But she says if we sit here we cannot be served by the restaurant and would need to place and retrieve our orders from the bar   We continue to sit at the bar and after a few minutes a bartender takes out order    guys order one of which gets an incorrect beer order   I ask for a delirium and I am told they are out   I then ask about the    second challenge   Our bartender says   u don t want that now just order a drink   I decline and say I want the   second and ask what beers are available  she mumbles the beers and walks away     minutes goes by and she returns  I ask which beers again and I hear the list  She says Boddingtons is the best  I refuse telling her I want PBR  She walks away again and returns in   minutes   My party proceeds to order food which she gives us a confused look and says I thought you guys only wanted beer and then gripes about having to split the check   She asks me again what I want to order and I say the seven second challenge  she returns with a Boddingtons and tells me to wait for her return  I examine the beer  see it s not PBR and wait for her return again    minutes goes by and she returns  At this point I m furious with the horrid service and attitude from all their staff  She insists I ordered Boddingtons  At this point I walk out due to total incompetence by the staff there   Very rude  disrespectful and clearly doesn t care what the customer wants  Never go there again ,1,2014-09-07
